trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_BNF_product_description,score,to_remove_dups,DM+D: Product Description,BNF Code,SNOMED Code,AB_PRESUMED.DIAGNOSIS
categorical,20003,both_sexes,1140874686,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,glucophage 500mg tablet,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140874686.tsv.bgz.tbi,467,227,240,EUR,1,,,,,359,,,,,,420114,,,,,,0.053897,,,,,,1.0123,,categorical-20003-both_sexes-1140874686.tsv.bgz,categorical-20003-both_sexes-1140874686.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140874686.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140874686.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140874686.tsv.bgz.tbi,526092556,1751220,1821e7ddbaf088f5c143687d133f39eb,e601abf645d255fb9da5495eb32d08fc,CA_Medications_h0.05390_n467,,0,CA_PR_glucophage_500mg_tablet_h0.05390,0.988,h2_z_insignificant,,0.0012,E11,Zinc gluconate 50mg tablets,76,0,Zinc gluconate 50mg tablets,090504100BBFDA0,7.69E+15,T2DM
categorical,20003,both_sexes,1140874896,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,hydrocortisone,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140874896.tsv.bgz.tbi,861,465,396,EUR,1,,,,,760,,,,,,419713,,,,,,0.078275,,,,,,1.0128,,categorical-20003-both_sexes-1140874896.tsv.bgz,categorical-20003-both_sexes-1140874896.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140874896.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140874896.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140874896.tsv.bgz.tbi,534669918,1751602,d9b5aaf3483f2708b230ad75b8a471d0,301a810fc61d13b95728f8e48b9cb7f5,CA_Medications_h0.07827_n861,G91,0,CA_PR_hydrocortisone_h0.07827,1.02,h2_z_insignificant,,0.0006,E27_L20,Hydrocortisone powder,74,1,Hydrocortisone powder,190400000AAKQKQ,4.31E+15,Adrenal insufficiency/Atopic eczema
categorical,20003,both_sexes,1141157294,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,hydrocortisone product,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157294.tsv.bgz.tbi,331,168,163,EUR,1,,,,,290,,,,,,420183,,,,,,0.12607,,,,,,0.99335,,categorical-20003-both_sexes-1141157294.tsv.bgz,categorical-20003-both_sexes-1141157294.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157294.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157294.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157294.tsv.bgz.tbi,523100827,1750943,697725547dd722ab709c4a0d4367faf1,0314fa050763ee467731199fec52f1dd,CA_Medications_h0.12607_n331,O02.9,0,CA_PR_hydrocortisone_product_h0.12607,1,h2_z_insignificant,,-0.0015,E27_L20,Hydrocortisone powder,74,0,Hydrocortisone powder,190400000AAKQKQ,4.31E+15,Adrenal insufficiency/Atopic eczema
categorical,20003,both_sexes,1140870956,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,alfacalcidol,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140870956.tsv.bgz.tbi,443,257,186,EUR,1,,,,,356,,,,,,420117,,,,,,0.1123,,,,,,0.98904,,categorical-20003-both_sexes-1140870956.tsv.bgz,categorical-20003-both_sexes-1140870956.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140870956.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140870956.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140870956.tsv.bgz.tbi,526057228,1751074,d321c5cfab301bada1669e9c105b4871,b447ab0040d3ec5e22881b86b8fb67c7,CA_Medications_h0.11230_n443,,0,CA_PR_alfacalcidol_h0.11230,1.01,h2_z_insignificant,,0.0028,E53,Alfacalcidol 1microgram capsules,50,1,Alfacalcidol 1microgram capsules,0906040B0AAABAB,1.05E+15,Vit D Def
categorical,20003,both_sexes,1141171948,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,adcal 600mg chewable tablet,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171948.tsv.bgz.tbi,1425,1223,202,EUR,1,,,,,1221,,,,,,419252,,,,,,0.09483,,,,,,1.025,,categorical-20003-both_sexes-1141171948.tsv.bgz,categorical-20003-both_sexes-1141171948.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171948.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171948.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171948.tsv.bgz.tbi,539002805,1751837,6a6265a42a94b2ada1deedc2b24e2132,f28f8fb7dc1ce22f999e2070eb352cac,CA_Medications_h0.09483_n1425,,0,CA_PR_adcal_600mg_chewable_tablet_h0.09483,1.02,h2_z_insignificant,,-0.0007,E53,Calcium 600mg chewable tablets,84,0,Calcium 600mg chewable tablets,090501100AAAZAZ,1.64E+16,Vit D Def
prescriptions,vitamin D derivative,both_sexes,,,,,vitamin D derivative,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-vitamin_D_derivative-both_sexes.tsv.bgz.tbi,1615,687,786,EUR,1,,,,,1396,,,,,,419135,,,,,,0.10342,,,,,,1.0339,,prescriptions-vitamin_D_derivative-both_sexes.tsv.bgz,prescriptions-vitamin_D_derivative-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-vitamin_D_derivative-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-vitamin_D_derivative-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-vitamin_D_derivative-both_sexes.tsv.bgz.tbi,540120852,1751693,d6ffbcc389fe1501f9a68c06051b13f1,7142ad8c28540c7040897bbd7ef2d6d1,PR_vitamin_D_derivative_h0.10342_n1615,E55.9,0,PR_vitamin_D_derivative_h0.10342,1.04,h2_z_insignificant,,0.0017,E53,Multivitamin pastilles,57,1,Multivitamin pastilles,090607000BBKWA0,1.38E+16,Vit D Def
categorical,20003,both_sexes,1141168680,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,orlistat,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168680.tsv.bgz.tbi,574,387,187,EUR,1,,,,,487,,,,,,419986,,,,,,0.13438,,,,,,0.99392,,categorical-20003-both_sexes-1141168680.tsv.bgz,categorical-20003-both_sexes-1141168680.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168680.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168680.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168680.tsv.bgz.tbi,529812043,1751212,cd8f6d6786b80e27f23a2c862add31e0,ed0d06a870ec52caf23eff52c0f1fe6b,CA_Medications_h0.13438_n574,,0,CA_PR_orlistat_h0.13438,0.985,h2_z_insignificant,,0.0017,E66,Garlic tablets,55,1,Garlic tablets,,1.47E+16,Obesity
categorical,20003,both_sexes,1141168684,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,xenical 120mg capsule,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168684.tsv.bgz.tbi,446,323,123,EUR,1,,,,,373,,,,,,420100,,,,,,0.14029,,,,,,0.99664,,categorical-20003-both_sexes-1141168684.tsv.bgz,categorical-20003-both_sexes-1141168684.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168684.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168684.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168684.tsv.bgz.tbi,526488264,1751221,379b84dc3179d34d518906f19e0cdd43,550393905b9b2c97be404537138b20a6,CA_Medications_h0.14029_n446,S43.421A,0,CA_PR_xenical_120mg_capsule_h0.14029,1,h2_z_insignificant,,0.0025,E66,Menadiol 10mg capsules,79,0,Menadiol 10mg capsules,0906060L0AAARAR,3.56E+16,Obesity
categorical,20003,both_sexes,1141192414,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,crestor 10mg tablet,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192414.tsv.bgz.tbi,313,135,178,EUR,1,,,,,267,,,,,,420206,,,,,,0.11065,,,,,,1.0145,,categorical-20003-both_sexes-1141192414.tsv.bgz,categorical-20003-both_sexes-1141192414.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192414.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192414.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192414.tsv.bgz.tbi,522097275,1751026,5bf30605a4afd2926e24419e0d235be0,f85fe8fafbd848b2ac8abcc921eb4063,CA_Medications_h0.11065_n313,,0,CA_PR_crestor_10mg_tablet_h0.11065,1.02,h2_z_insignificant,,-0.0006,E78,Ketorolac 10mg tablets,78,0,Ketorolac 10mg tablets,1501042E0AAACAC,4.06E+15,Hyperchlosterolaemia
categorical,20003,both_sexes,1140888366,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,thiamine preparation,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888366.tsv.bgz.tbi,681,133,548,EUR,1,,,,,595,,,,,,419878,,,,,,0.30231,,,,,,0.97813,,categorical-20003-both_sexes-1140888366.tsv.bgz,categorical-20003-both_sexes-1140888366.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888366.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888366.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888366.tsv.bgz.tbi,531900601,1751582,d8d4fc26150f8f1f72f152bd85143cdf,efcd13017a7b41dbac868d09f4892b6c,CA_Medications_h0.30231_n681,E51,0,CA_PR_thiamine_preparation_h0.30231,0.996,h2_z_insignificant,,0.0006,F10_E51,Calamine lotion,57,0,Calamine lotion,1303000D0AAACAC,1.02E+15,Alcoholism/Thiamine deficiency
prescriptions,nicotinic acetylcholine receptor agonist|smoking cessation,both_sexes,,,,,nicotinic acetylcholine receptor agonist|smoking cessation,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz.tbi,2517,1193,1051,EUR,1,,,,,2130,,,,,,418401,,,,,,0.34272,,,,,,1.0051,,prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz,prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz.tbi,543046010,1751549,de202266166f48475e9ee131e2d5856e,2bfe0694affde3f139b9c1655bfeaa1f,PR_nicotinic_acetylcholine_receptor_agonist_smoking_cessation_h0.34272_n2517,T44.4X5A,0,PR_nicotinic_acetylcholine_receptor_agonist_smoking_cessation_h0.34272_I10,1.02,h2_z_insignificant,,0.0044,F17,Nicotinic acid 50mg tablets (Alliance Healthcare (Distribution) Ltd),48,0,Nicotinic acid 50mg tablets (Alliance Healthcare (Distribution) Ltd),0212000U0AAABAB,4.26E+15,Tobacco dependance
prescriptions,varenicline,both_sexes,,,,,varenicline,"nicotinic acetylcholine receptor agonist,smoking cessation",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-varenicline-both_sexes.tsv.bgz.tbi,2517,1193,1051,EUR,1,,,,,2130,,,,,,418401,,,,,,0.34272,,,,,,1.0101,,prescriptions-varenicline-both_sexes.tsv.bgz,prescriptions-varenicline-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-varenicline-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-varenicline-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-varenicline-both_sexes.tsv.bgz.tbi,543046299,1751665,13511f1cb111370079cc7cbfab37378a,de93d64dafc11736c70bbb9a76ef0321,PR_varenicline_h0.34272_n2517,,0,PR_varenicline_h0.34272_F32,1.02,h2_z_insignificant,,0.0044,F17,Varenicline 1mg tablets,59,1,Varenicline 1mg tablets,0410020C0AAABAB,1.13E+16,Tobacco dependance
prescriptions,second-generation anti-psychotic|antipsychotic,both_sexes,,,,,second-generation anti-psychotic|antipsychotic,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-second-generation_anti-psychotic|antipsychotic-both_sexes.tsv.bgz.tbi,627,264,271,EUR,1,,,,,491,,,,,,420040,,,,,,0.066161,,,,,,1.012,,prescriptions-second-generation_anti-psychotic|antipsychotic-both_sexes.tsv.bgz,prescriptions-second-generation_anti-psychotic|antipsychotic-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-second-generation_anti-psychotic|antipsychotic-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-second-generation_anti-psychotic|antipsychotic-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-second-generation_anti-psychotic|antipsychotic-both_sexes.tsv.bgz.tbi,529407162,1751576,45f77f444e3653aad4c41536e725fee6,d58e3dd97e5c99ce7b97a8d52ce7eaba,PR_second-generation_anti-psychotic_antipsychotic_h0.06616_n627,T43.501A,0,PR_second_generation_anti_psychotic_antipsychotic_h0.06616,0.966,h2_z_insignificant,,-0.0017,F20,Generic Germolene antiseptic ointment,46,0,Generic Germolene antiseptic ointment,131005000BBAVA0,4.77E+15,Schizophrenia
prescriptions,olanzapine,both_sexes,,,,,olanzapine,"second-generation anti-psychotic,antipsychotic",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-olanzapine-both_sexes.tsv.bgz.tbi,627,264,271,EUR,1,,,,,491,,,,,,420040,,,,,,0.066186,,,,,,0.98423,,prescriptions-olanzapine-both_sexes.tsv.bgz,prescriptions-olanzapine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-olanzapine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-olanzapine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-olanzapine-both_sexes.tsv.bgz.tbi,529407307,1751607,6d6b5626daf0444cfd14c4cc7c3d0929,e7f2eb3f6fcab3cff4a31b47a7bef6b9,PR_olanzapine_h0.06619_n627,,0,PR_olanzapine_h0.06619,0.987,h2_z_insignificant,,-0.0017,F20,Olanzapine 5mg tablets,56,1,Olanzapine 5mg tablets,040201060AAAAAA,1.24E+15,Schizophrenia
categorical,20003,both_sexes,1140867504,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,priadel 200mg m/r tablet,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140867504.tsv.bgz.tbi,298,176,122,EUR,1,,,,,270,,,,,,420203,,,,,,0.11758,,,,,,1.0378,,categorical-20003-both_sexes-1140867504.tsv.bgz,categorical-20003-both_sexes-1140867504.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140867504.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140867504.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140867504.tsv.bgz.tbi,522223629,1751009,d7379697c3711e018414aaa226be27ed,7c71439080550e2d0e513803c3172b58,CA_Medications_h0.11758_n298,D80.5,0,CA_PR_priadel_200mg_m_r_tablet_h0.11758,1.01,h2_z_insignificant,,0.0025,F31,Sulpiride 200mg tablets,77,0,Sulpiride 200mg tablets,0402010U0AAAHAH,1.00E+15,Mood Disorder
categorical,20003,both_sexes,1141152732,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,mirtazapine,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152732.tsv.bgz.tbi,1301,677,624,EUR,1,,,,,1120,,,,,,419353,,,,,,0.13406,,,,,,0.99024,,categorical-20003-both_sexes-1141152732.tsv.bgz,categorical-20003-both_sexes-1141152732.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152732.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152732.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152732.tsv.bgz.tbi,538256147,1751689,dd84fa6433110210286197021d0d6ddd,d475d078885a0b2ab75dbeb380823ffc,CA_Medications_h0.13406_n1301,,0,CA_PR_mirtazapine_h0.13406,0.986,h2_z_insignificant,,-0.0033,F31_F32,Mirtazapine 30mg tablets,57,1,Mirtazapine 30mg tablets,0403040X0AAAAAA,5.39E+15,Mood Disorder/Depression
categorical,20003,both_sexes,1140867878,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,sertraline,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140867878.tsv.bgz.tbi,1994,1327,667,EUR,1,,,,,1737,,,,,,418736,,,,,,0.070393,,,,,,1.0378,,categorical-20003-both_sexes-1140867878.tsv.bgz,categorical-20003-both_sexes-1140867878.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140867878.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140867878.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140867878.tsv.bgz.tbi,541902504,1751800,3bbae62732297502b4726eeaab293e3a,4361dcb57eaba7d221c44d7fbc3bbbf3,CA_Medications_h0.07039_n1994,,0,CA_PR_sertraline_h0.07039,1.03,h2_z_insignificant,,0.0021,F31_F32,Sertraline 50mg tablets,55,1,Sertraline 50mg tablets,0403030Q0AAAAAA,4.01E+16,Mood Disorder/Depression
categorical,20003,both_sexes,1140916282,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,venlafaxine,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140916282.tsv.bgz.tbi,1919,1243,676,EUR,1,,,,,1715,,,,,,418758,,,,,,0.085084,,,,,,1.0397,,categorical-20003-both_sexes-1140916282.tsv.bgz,categorical-20003-both_sexes-1140916282.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140916282.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140916282.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140916282.tsv.bgz.tbi,541729939,1751885,659d8c13256c3ec33940262b23337d10,a96bc7763dfe9f92146cb763cc4b36bc,CA_Medications_h0.08508_n1919,,0,CA_PR_venlafaxine_h0.08508,1.05,h2_z_insignificant,,0.0062,F31_F32,Venlafaxine 50mg tablets,57,1,Venlafaxine 50mg tablets,0403040W0AAACAC,1.13E+15,Mood Disorder/Depression
categorical,20003,both_sexes,1141190158,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,cipralex 5mg tablet,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141190158.tsv.bgz.tbi,417,301,116,EUR,1,,,,,376,,,,,,420097,,,,,,0.082892,,,,,,0.99889,,categorical-20003-both_sexes-1141190158.tsv.bgz,categorical-20003-both_sexes-1141190158.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141190158.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141190158.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141190158.tsv.bgz.tbi,526557023,1751121,3f19dda8d2f63e5bc505e7d7ef6551d9,46a448870154db37d75e80da3996aed0,CA_Medications_h0.08289_n417,,0,CA_PR_cipralex_5mg_tablet_h0.08289,0.995,h2_z_insignificant,,0.0024,F32,Aripiprazole 5mg tablets,79,1,Aripiprazole 5mg tablets,0402010ADAAADAD,9.04E+15,Depression
categorical,20003,both_sexes,1141180212,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,escitalopram,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180212.tsv.bgz.tbi,833,548,285,EUR,1,,,,,739,,,,,,419734,,,,,,0.13293,,,,,,1.0027,,categorical-20003-both_sexes-1141180212.tsv.bgz,categorical-20003-both_sexes-1141180212.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180212.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180212.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180212.tsv.bgz.tbi,534362166,1751555,d396d6cae98fbfee4d1358f42d8065c1,efa9bae78b1be07769e7d112f6b5c5c1,CA_Medications_h0.13293_n833,,0,CA_PR_escitalopram_h0.13293,1.02,h2_z_insignificant,,0.0038,F32_F31,Escitalopram 5mg tablets,61,1,Escitalopram 5mg tablets,0403030X0AAACAC,7.33E+15,Depression/Mood Disorder
