trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_phenocode,score,to_remove_dups
categorical,20004,both_sexes,1319,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",knee replacement/revision,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1319.tsv.bgz.tbi,5817,2828,2989,"AFR,CSA,EUR",3,66,,90,,5251,,6558,,8759,,415222,,0.0532,,0.0917,,0.10529,,1.0083,,1.0346,,1.0449,,categorical-20004-both_sexes-1319.tsv.bgz,categorical-20004-both_sexes-1319.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1319.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1319.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1319.tsv.bgz.tbi,1597286617,2050935,339e008f5a3cfae2bb7c37cbc35bfbaa,e1c2edb95aa98a08d42db0881edf7cfc,CA_knee_replacement_revision_h0.10529_n5817,Z96.651,0,CA_knee_replacement_revision_h0.10529,1.05,not_EUR_plus_1,,0.0102,not_found,hip replacement/revision,86,0
categorical,20004,both_sexes,1320,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",spine or back surgery,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1320.tsv.bgz.tbi,5825,2901,2924,"CSA,EUR",2,,,82,,5183,,,,8767,,415290,,,,0.17512,,0.071204,,,,1.0054,,1.0613,,categorical-20004-both_sexes-1320.tsv.bgz,categorical-20004-both_sexes-1320.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1320.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1320.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1320.tsv.bgz.tbi,1129190958,1936431,0624065caa8e2e64160f4d34a455848f,522c63683c46c5020e003b6320845e74,CA_spine_or_back_surgery_h0.07120_n5825,S23.3XXA,0,CA_spine_or_back_surgery_h0.07120,1.06,PASS,"CSA,EUR",0.0089,not_found,stomach surgery,67,0
categorical,20004,both_sexes,1368,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",mastectomy,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1368.tsv.bgz.tbi,4841,4731,110,EUR,1,,,,,4325,,,,,,416148,,,,,,0.068774,,,,,,1.0126,,categorical-20004-both_sexes-1368.tsv.bgz,categorical-20004-both_sexes-1368.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1368.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1368.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1368.tsv.bgz.tbi,545811998,1752388,67372236680cb1b5cea88ddc5686dd5d,b28903e11c62f09c3e7e0ae8231c0f0e,CA_Operations_h0.06877_n4841,Z42.1,0,CA_mastectomy_h0.06877,1.04,h2_z_insignificant,,0.0051,not_found,cystectomy,80,0
categorical,20004,both_sexes,1403,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",inguinal/femoral hernia repair,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1403.tsv.bgz.tbi,15735,2046,13689,"AFR,EUR,MID",3,84,,,,14141,54,6540,,,,406332,1541,0.0334,,,,0.059604,0.0504,1.01,,,,1.0466,1.0439,categorical-20004-both_sexes-1403.tsv.bgz,categorical-20004-both_sexes-1403.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1403.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1403.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1403.tsv.bgz.tbi,1587957999,2051417,9262d72cdac9a6deee2d3a09206c8691,5b1695eb5473585fef319b96900e1aef,CA_inguinal_femoral_hernia_repair_h0.05960_n15735,K40,0,CA_inguinal_femoral_hernia_repair_h0.05960,1.07,out_of_bounds_h2,,0.0183,not_found,inguinal hernia repair,85,0
categorical,20004,both_sexes,1404,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",umbilical hernia repair,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1404.tsv.bgz.tbi,4284,1684,2600,"AFR,CSA,EUR",3,121,,51,,3723,,6503,,8798,,416750,,0,,0.0886,,0.087489,,1.0035,,0.97902,,1.0663,,categorical-20004-both_sexes-1404.tsv.bgz,categorical-20004-both_sexes-1404.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1404.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1404.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1404.tsv.bgz.tbi,1609232190,2054013,10c3be36c0bbbc9c0113ade7d83a991b,16a400f6417553223d89898d4cf83ea5,CA_umbilical_hernia_repair_h0.08749_n4284,K42.9,0,CA_umbilical_hernia_repair_h0.08749,1.05,h2_z_insignificant,,0.0045,not_found,inguinal hernia repair,80,0
categorical,20004,both_sexes,1429,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",cystectomy,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1429.tsv.bgz.tbi,2533,1503,1030,EUR,1,,,,,2194,,,,,,418279,,,,,,0.053005,,,,,,1.0189,,categorical-20004-both_sexes-1429.tsv.bgz,categorical-20004-both_sexes-1429.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1429.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1429.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1429.tsv.bgz.tbi,543409406,1752098,05690e55209ca4a734a4b65c623a30c1,f4a1e7840e175a85ed14ba56c3f36fc6,CA_Operations_h0.05300_n2533,N52.32,0,CA_cystectomy_h0.05300,1.03,h2_z_insignificant,,-0.0014,not_found,mastectomy,80,0
categorical,20004,both_sexes,1432,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",thyroidectomy/partial thyroidectomy,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1432.tsv.bgz.tbi,4582,3940,642,"AFR,CSA,EAS,EUR",4,74,,57,50,3939,,6550,,8792,2657,416534,,0.11861,,0,0.15026,0.12507,,1.0018,,1.009,1.0164,1.0633,,categorical-20004-both_sexes-1432.tsv.bgz,categorical-20004-both_sexes-1432.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1432.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1432.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1432.tsv.bgz.tbi,1792601005,2113042,011d65acd49f98b35e734880bfaa08d2,59779a92b5d4e1680bded9881ac2d783,CA_thyroidectomy_partial_thyroidectomy_h0.12507_n4582,Q51.22,0,CA_thyroidectomy_partial_thyroidectomy_h0.12507,1.05,h2_z_insignificant,,0.0087,not_found,B08.1 Total thyroidectomy,57,0
categorical,20004,both_sexes,1435,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",cataract extraction/lens implant,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1435.tsv.bgz.tbi,5429,2684,2745,"AFR,CSA,EUR",3,124,,249,,4499,,6500,,8600,,415974,,0.026,,0.0396,,0.069051,,1.0078,,0.99645,,1.031,,categorical-20004-both_sexes-1435.tsv.bgz,categorical-20004-both_sexes-1435.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1435.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1435.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1435.tsv.bgz.tbi,1634232228,2057036,e09e257dbe47bf2a9bcc41cf6da90d4f,2da3c60bca0f9722365b9926acdd5a7f,CA_cataract_extraction_lens_implant_h0.06905_n5429,Z98.49,0,CA_cataract_extraction_lens_implant_h0.06905,1.04,h2_z_insignificant,,0.0064,not_found,renal/kidney transplant,44,0
categorical,20004,both_sexes,1436,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",glaucoma surgery/trabeculectomy,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1436.tsv.bgz.tbi,706,337,369,EUR,1,,,,,606,,,,,,419867,,,,,,0.23132,,,,,,1.0195,,categorical-20004-both_sexes-1436.tsv.bgz,categorical-20004-both_sexes-1436.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1436.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1436.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1436.tsv.bgz.tbi,532565089,1751717,31a500a83c3b0788a982fd43792cc2b9,56417f428cffc0634cbbcde0265b5189,CA_Operations_h0.23132_n706,Z98.83,0,CA_glaucoma_surgery_trabeculectomy_h0.23132,0.997,h2_z_insignificant,,0.0026,not_found,adenoid surgery / adenoidectomy,61,0
categorical,20004,both_sexes,1437,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",retinal operation/vitrectomy,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1437.tsv.bgz.tbi,2814,1161,1653,EUR,1,,,,,2444,,,,,,418029,,,,,,0.18605,,,,,,1.0765,,categorical-20004-both_sexes-1437.tsv.bgz,categorical-20004-both_sexes-1437.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1437.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1437.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1437.tsv.bgz.tbi,543965498,1751883,650e3c7c0340d501af34df6666d18371,6a82df67710d39012545cd1dc8645b68,CA_Operations_h0.18605_n2814,H33.0,0,CA_retinal_operation_vitrectomy_h0.18605,1.04,h2_z_insignificant,,0.004,not_found,spinal laminectomy,61,0
categorical,20004,both_sexes,1444,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",lung removal/pneumonectomy/lobectomy,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1444.tsv.bgz.tbi,806,353,453,EUR,1,,,,,706,,,,,,419767,,,,,,0.16542,,,,,,0.99659,,categorical-20004-both_sexes-1444.tsv.bgz,categorical-20004-both_sexes-1444.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1444.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1444.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1444.tsv.bgz.tbi,533319753,1751515,75ebfa8296abd0b79b4b7cd4ec12803d,72a9bb71f51a1f7359639c5058d14882,CA_Operations_h0.16542_n806,Z90.2,0,CA_lung_removal_pneumonectomy_lobectomy_h0.16542,0.985,h2_z_insignificant,,0.0014,not_found,colectomy/hemicolectomy,51,0
categorical,20004,both_sexes,1447,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",other thoracic surgery,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1447.tsv.bgz.tbi,1477,525,952,EUR,1,,,,,1315,,,,,,419158,,,,,,0.11166,,,,,,1.0232,,categorical-20004-both_sexes-1447.tsv.bgz,categorical-20004-both_sexes-1447.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1447.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1447.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1447.tsv.bgz.tbi,539774977,1751882,e89d86effd0c6938e83dda2392a94caf,b8141519b9ce64fcd4b9211d8c49e5fe,CA_Operations_h0.11166_n1477,H59.099,0,CA_other_thoracic_surgery_h0.11166,1.02,h2_z_insignificant,,-0.0016,not_found,heart surgery,69,0
categorical,20004,both_sexes,1448,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",stomach surgery,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1448.tsv.bgz.tbi,2802,1129,1673,EUR,1,,,,,2445,,,,,,418028,,,,,,0.095723,,,,,,1.0295,,categorical-20004-both_sexes-1448.tsv.bgz,categorical-20004-both_sexes-1448.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1448.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1448.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1448.tsv.bgz.tbi,543666895,1752131,3d957d494ea3365c86fc08c49ab2d222,c837f5f1cacc71d27ba447cc6c58eee7,CA_Operations_h0.09572_n2802,Z90.3,0,CA_stomach_surgery_h0.09572,1.02,h2_z_insignificant,,0.002,not_found,ent surgery,69,0
categorical,20004,both_sexes,1449,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",oesophageal surgery,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1449.tsv.bgz.tbi,547,187,360,EUR,1,,,,,486,,,,,,419987,,,,,,0.23884,,,,,,1.0068,,categorical-20004-both_sexes-1449.tsv.bgz,categorical-20004-both_sexes-1449.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1449.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1449.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1449.tsv.bgz.tbi,529725513,1751468,95e5a8bc7cb29febc1f8fd4457521c1e,a69879128d722e8f7f6a61882d896fb3,CA_Operations_h0.23884_n547,K91.0,0,CA_oesophageal_surgery_h0.23884,1.01,h2_z_insignificant,,0.0025,not_found,heart surgery,69,0
categorical,20004,both_sexes,1452,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",pancreas surgery,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1452.tsv.bgz.tbi,273,114,159,EUR,1,,,,,242,,,,,,420231,,,,,,0.13054,,,,,,0.99613,,categorical-20004-both_sexes-1452.tsv.bgz,categorical-20004-both_sexes-1452.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1452.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1452.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1452.tsv.bgz.tbi,520387374,1750642,fb5107ab6125e80f3742f94c0592d45e,e44282194c7031a30590878bbc0dc7d7,CA_Operations_h0.13054_n273,S36.229A,0,CA_pancreas_surgery_h0.13054,0.999,h2_z_insignificant,,0.0033,not_found,ear surgery,74,0
categorical,20004,both_sexes,1453,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",splenectomy,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1453.tsv.bgz.tbi,995,440,555,EUR,1,,,,,883,,,,,,419590,,,,,,0.077803,,,,,,1.0193,,categorical-20004-both_sexes-1453.tsv.bgz,categorical-20004-both_sexes-1453.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1453.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1453.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1453.tsv.bgz.tbi,535880166,1751713,7044c10a6764e8a5b66a87e216d62fb0,0bb9c4f1a4580fac94571d67ea51848f,CA_Operations_h0.07780_n995,Z90.81,0,CA_splenectomy_h0.07780,1.02,h2_z_insignificant,,0.0034,not_found,spinal laminectomy,69,0
categorical,20004,both_sexes,1455,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",cholecystectomy/gall bladder removal,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1455.tsv.bgz.tbi,18659,14591,4068,"AFR,CSA,EAS,EUR,MID",5,95,,173,50,16735,56,6529,,8676,2657,403738,1539,0.11022,,0,0.22107,0.092139,0.0761,0.99008,,1.0036,0.99444,1.0889,1.0147,categorical-20004-both_sexes-1455.tsv.bgz,categorical-20004-both_sexes-1455.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1455.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1455.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1455.tsv.bgz.tbi,2109412432,2190292,e13eac48b967c2ad4804f0f0abca78ac,8220d2c5585aed7e6eaa4a47d6311eef,CA_cholecystectomy_gall_bladder_removal_h0.09214_n18659,Z90.49,0,CA_cholecystectomy_gall_bladder_removal_h0.09214,1.06,PASS,"EUR,MID",0.0244,not_found,J18.3 Total cholecystectomy NEC,48,0
categorical,20004,both_sexes,1461,,Operation code,"Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the operation could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",large bowel resection +/- colostomy,UK Biobank Assessment Centre > Verbal interview > Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1461.tsv.bgz.tbi,1291,599,692,EUR,1,,,,,1174,,,,,,419299,,,,,,0.13032,,,,,,1.0279,,categorical-20004-both_sexes-1461.tsv.bgz,categorical-20004-both_sexes-1461.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1461.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1461.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20004-both_sexes-1461.tsv.bgz.tbi,538360631,1751672,d185ff4aa25188eaae6a6649b0f9d592,45d060acc7206a01a5c6dda5ad7cb50e,CA_Operations_h0.13032_n1291,K94.00,0,CA_large_bowel_resection_colostomy_h0.13032,1.02,h2_z_insignificant,,0.0011,not_found,small bowel resection,61,0
