trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups,similar_phenocode,score
phecode,962,both_sexes,,,Poisoning by hormones and synthetic substitutes,,Poisoning by hormones and synthetic substitutes,injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962-both_sexes.tsv.bgz.tbi,701,392,256,EUR,1,,,,,610,,,,,,383239,,,,,,0.064047,,,,,,0.97906,,phecode-962-both_sexes.tsv.bgz,phecode-962-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-962-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-962-both_sexes.tsv.bgz.tbi,532554888,1751641,f54205276bcd2a5ebeeae474354fc3fa,059ebf4f7ebbaec3eb88351d373711ec,PH_Poisoning_by_hormones_and_synthetic_substitutes_h0.06405_n701,T38.804,0,PH_Poisoning_by_hormones_and_synthetic_substitutes_h0.06405,1.02,h2_z_insignificant,,-0.0026,T38,1,"T38 Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified",64
phecode,965,both_sexes,,,"Poisoning by analgesics, antipyretics, and antirheumatics",,"Poisoning by analgesics, antipyretics, and antirheumatics",injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-965-both_sexes.tsv.bgz.tbi,8951,5432,2811,"AFR,CSA,EUR",3,129,,137,,7832,,6089,,8150,,383239,,0.0741,,0,,0.068979,,1.0276,,0.99717,,1.0757,,phecode-965-both_sexes.tsv.bgz,phecode-965-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-965-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-965-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-965-both_sexes.tsv.bgz.tbi,1640927490,2058641,797670793bf931d323d2f1d003e5fc18,c87bc993fc8466c30faf0dfbc1b1113d,PH_Poisoning_by_analgesics_antipyretics_and_antirheumatics_h0.06898_n8951,T39,0,PH_Poisoning_by_analgesics_antipyretics_and_antirheumatics_h0.06898,1.05,h2_z_insignificant,,0.0079,T39,1,"T39 Poisoning by nonopioid analgesics, antipyretics and antirheumatics",88
icd10,T39,both_sexes,,,"T39 Poisoning by nonopioid analgesics, antipyretics and antirheumatics",truncated: true,"T39 Poisoning by nonopioid analgesics, antipyretics and antirheumatics","Chapter XIX Injury, poisoning and certain other consequences of external causes | T36-T50 Poisoning by drugs, medicaments and biological substances | T39 Poisoning by nonopioid analgesics, antipyretics and antirheumatics",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T39-both_sexes.tsv.bgz.tbi,2141,1161,826,EUR,1,,,,,1910,,,,,,418621,,,,,,0.19715,,,,,,1.0522,,icd10-T39-both_sexes.tsv.bgz,icd10-T39-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T39-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T39-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T39-both_sexes.tsv.bgz.tbi,542373913,1751854,0333e644ad05cf1c9a30bd025b52e1e4,c7134e3e70306b68ca4336f492b30ede,IC_Poisoning_by_nonopioid_analgesics_antipyretics_and_antirheumatics_h0.19715_n2141,T39,0,IC_Poisoning_by_nonopioid_analgesics_antipyretics_and_antirheumatics_h0.19715,1.04,h2_z_insignificant,,0.0036,T39,0,"Poisoning by analgesics, antipyretics, and antirheumatics",88
icd10,T40,both_sexes,,,T40 Poisoning by narcotics and psychodysleptics [hallucinogens],truncated: true,T40 Poisoning by narcotics and psychodysleptics [hallucinogens],"Chapter XIX Injury, poisoning and certain other consequences of external causes | T36-T50 Poisoning by drugs, medicaments and biological substances | T40 Poisoning by narcotics and psychodysleptics [hallucinogens]",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T40-both_sexes.tsv.bgz.tbi,886,441,378,EUR,1,,,,,795,,,,,,419736,,,,,,0.17643,,,,,,1.0077,,icd10-T40-both_sexes.tsv.bgz,icd10-T40-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T40-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T40-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T40-both_sexes.tsv.bgz.tbi,534983137,1751722,f301b89a19fa2fb4ddd3c9115a6a6543,44decee5ad9b5b5be5f76774230842fb,IC_Poisoning_by_narcotics_and_psychodysleptics_[hallucinogens]_h0.17643_n886,T40,0,IC_Poisoning_by_narcotics_and_psychodysleptics_hallucinogens_h0.17643,1.03,h2_z_insignificant,,3.16E-05,T40,0,"X62 Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",64
phecode,966,both_sexes,,,Poisoning by anticonvulsants and anti-Parkinsonism drugs,,Poisoning by anticonvulsants and anti-Parkinsonism drugs,injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-966-both_sexes.tsv.bgz.tbi,844,439,335,EUR,1,,,,,733,,,,,,383239,,,,,,0.13758,,,,,,0.9895,,phecode-966-both_sexes.tsv.bgz,phecode-966-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-966-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-966-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-966-both_sexes.tsv.bgz.tbi,534439101,1751635,a3f599f05a9444995ba6a40ce1048290,839e3cff7973793ddfd9e070464878f7,PH_Poisoning_by_anticonvulsants_and_anti-Parkinsonism_drugs_h0.13758_n844,T49.0X1,0,PH_Poisoning_by_anticonvulsants_and_anti_Parkinsonism_drugs_h0.13758,0.997,h2_z_insignificant,,0.0021,T42,1,"T42 Poisoning by antiepileptic, sedative-hypnotic and anti-Parkinsonism drugs",72
icd10,T42,both_sexes,,,"T42 Poisoning by antiepileptic, sedative-hypnotic and anti-Parkinsonism drugs",truncated: true,"T42 Poisoning by antiepileptic, sedative-hypnotic and anti-Parkinsonism drugs","Chapter XIX Injury, poisoning and certain other consequences of external causes | T36-T50 Poisoning by drugs, medicaments and biological substances | T42 Poisoning by antiepileptic, sedative-hypnotic and anti-Parkinsonism drugs",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T42-both_sexes.tsv.bgz.tbi,1150,647,407,EUR,1,,,,,1011,,,,,,419520,,,,,,0.20117,,,,,,0.99945,,icd10-T42-both_sexes.tsv.bgz,icd10-T42-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T42-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T42-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T42-both_sexes.tsv.bgz.tbi,537444125,1751853,4e496506cea86c71548f1d35822dc7b5,5cfffaaefadabf12ca17f1562a216dee,IC_Poisoning_by_antiepileptic_sedative-hypnotic_and_anti-Parkinsonism_drugs_h0.20117_n1150,T42,0,IC_Poisoning_by_antiepileptic_sedative_hypnotic_and_anti_Parkinsonism_drugs_h0.20117,1.03,h2_z_insignificant,,0.0008,T42,0,Poisoning by anticonvulsants and anti-Parkinsonism drugs,72
icd10,T43,both_sexes,,,"T43 Poisoning by psychotropic drugs, not elsewhere classified",truncated: true,"T43 Poisoning by psychotropic drugs, not elsewhere classified","Chapter XIX Injury, poisoning and certain other consequences of external causes | T36-T50 Poisoning by drugs, medicaments and biological substances | T43 Poisoning by psychotropic drugs, not elsewhere classified",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T43-both_sexes.tsv.bgz.tbi,1419,770,533,EUR,1,,,,,1266,,,,,,419265,,,,,,0.13728,,,,,,1.0377,,icd10-T43-both_sexes.tsv.bgz,icd10-T43-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T43-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T43-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T43-both_sexes.tsv.bgz.tbi,539292783,1752026,ca09f8885c594acc64d06ba736898507,84f44800fa8019bef37dd5636795cf41,IC_Poisoning_by_psychotropic_drugs_not_elsewhere_classified_h0.13728_n1419,T43,0,IC_Poisoning_by_psychotropic_drugs_not_elsewhere_classified_h0.13728,1.04,h2_z_insignificant,,-0.0001,T43,0,"Y49 Psychotropic drugs, not elsewhere classified",84
phecode,969,both_sexes,,,Poisoning by psychotropic agents,,Poisoning by psychotropic agents,injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-969-both_sexes.tsv.bgz.tbi,2625,1394,1017,EUR,1,,,,,2337,,,,,,383239,,,,,,0.15561,,,,,,1.0467,,phecode-969-both_sexes.tsv.bgz,phecode-969-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-969-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-969-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-969-both_sexes.tsv.bgz.tbi,543557655,1751917,6f12a713a464c0be93befb40c191b6fa,6619bcc216200206585f98c0352f2f94,PH_Poisoning_by_psychotropic_agents_h0.15561_n2625,T43.8X1,0,PH_Poisoning_by_psychotropic_agents_h0.15561,1.09,h2_z_insignificant,,-0.0002,T43,1,"T43 Poisoning by psychotropic drugs, not elsewhere classified",60
phecode,971,both_sexes,,,Poisoning by drugs primarily affecting the autonomic nervous system,,Poisoning by drugs primarily affecting the autonomic nervous system,injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-971-both_sexes.tsv.bgz.tbi,712,284,392,EUR,1,,,,,654,,,,,,383239,,,,,,0.14132,,,,,,1.0069,,phecode-971-both_sexes.tsv.bgz,phecode-971-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-971-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-971-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-971-both_sexes.tsv.bgz.tbi,532801481,1751488,ca27a5fe54c1d6c3e8c6f6481b3023b1,09ba40c05059fa22ebdd23cb598f7cf7,PH_Poisoning_by_drugs_primarily_affecting_the_autonomic_nervous_system_h0.14132_n712,T44,0,PH_Poisoning_by_drugs_primarily_affecting_the_autonomic_nervous_system_h0.14132,1.03,h2_z_insignificant,,0.002,T44,1,T44 Poisoning by drugs primarily affecting the autonomic nervous system,97
icd10,T44,both_sexes,,,T44 Poisoning by drugs primarily affecting the autonomic nervous system,truncated: true,T44 Poisoning by drugs primarily affecting the autonomic nervous system,"Chapter XIX Injury, poisoning and certain other consequences of external causes | T36-T50 Poisoning by drugs, medicaments and biological substances | T44 Poisoning by drugs primarily affecting the autonomic nervous system",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T44-both_sexes.tsv.bgz.tbi,236,111,112,EUR,1,,,,,218,,,,,,420313,,,,,,0.17674,,,,,,1.0161,,icd10-T44-both_sexes.tsv.bgz,icd10-T44-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T44-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T44-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T44-both_sexes.tsv.bgz.tbi,518488216,1750586,c0585a2f5b5f4514805c35fd6a463964,e8afe57b1963b401b459bf87a707bf1f,IC_Poisoning_by_drugs_primarily_affecting_the_autonomic_nervous_system_h0.17674_n236,T44,0,IC_Poisoning_by_drugs_primarily_affecting_the_autonomic_nervous_system_h0.17674,0.977,h2_z_insignificant,,0.0035,T44,0,Poisoning by drugs primarily affecting the autonomic nervous system,97
phecode,964,both_sexes,,,Poisoning by agents primarily affecting blood constituents,,Poisoning by agents primarily affecting blood constituents,injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-964-both_sexes.tsv.bgz.tbi,545,197,301,EUR,1,,,,,473,,,,,,383239,,,,,,0.07396,,,,,,1.0376,,phecode-964-both_sexes.tsv.bgz,phecode-964-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-964-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-964-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-964-both_sexes.tsv.bgz.tbi,529371011,1751670,6519a9864a1c264416750440504dfd1f,c79b54b8839415718b903e9d93315734,PH_Poisoning_by_agents_primarily_affecting_blood_constituents_h0.07396_n545,T47.8X3,0,PH_Poisoning_by_agents_primarily_affecting_blood_constituents_h0.07396,1.02,h2_z_insignificant,,-0.002,T45,0,Poisoning by agents primarily affecting the cardiovascular system,75
phecode,972,both_sexes,,,Poisoning by agents primarily affecting the cardiovascular system,,Poisoning by agents primarily affecting the cardiovascular system,injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-972-both_sexes.tsv.bgz.tbi,1266,469,709,EUR,1,,,,,1093,,,,,,383239,,,,,,0.054438,,,,,,1.0179,,phecode-972-both_sexes.tsv.bgz,phecode-972-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-972-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-972-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-972-both_sexes.tsv.bgz.tbi,538108630,1751589,ba1c68dca2c48009a637ed6bf8a837ca,6d6b8fce8e63ee5379073e325dd89800,PH_Poisoning_by_agents_primarily_affecting_the_cardiovascular_system_h0.05444_n1266,T46,0,PH_Poisoning_by_agents_primarily_affecting_the_cardiovascular_system_h0.05444,1.04,h2_z_insignificant,,3.99E-05,T46,1,T46 Poisoning by agents primarily affecting the cardiovascular system,97
icd10,T46,both_sexes,,,T46 Poisoning by agents primarily affecting the cardiovascular system,truncated: true,T46 Poisoning by agents primarily affecting the cardiovascular system,"Chapter XIX Injury, poisoning and certain other consequences of external causes | T36-T50 Poisoning by drugs, medicaments and biological substances | T46 Poisoning by agents primarily affecting the cardiovascular system",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T46-both_sexes.tsv.bgz.tbi,290,110,161,EUR,1,,,,,260,,,,,,420271,,,,,,0.12713,,,,,,1.017,,icd10-T46-both_sexes.tsv.bgz,icd10-T46-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T46-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T46-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T46-both_sexes.tsv.bgz.tbi,521441968,1750939,20fb2ef0411d29d0227849d8c05a76f2,313b3a49d164a55326b128feb65ac28f,IC_Poisoning_by_agents_primarily_affecting_the_cardiovascular_system_h0.12713_n290,T46,0,IC_Poisoning_by_agents_primarily_affecting_the_cardiovascular_system_h0.12713,1.02,h2_z_insignificant,,-0.0003,T46,0,Poisoning by agents primarily affecting the cardiovascular system,97
phecode,981,both_sexes,,,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-981-both_sexes.tsv.bgz.tbi,1284,614,565,EUR,1,,,,,1143,,,,,,419038,,,,,,0.21635,,,,,,1.0242,,phecode-981-both_sexes.tsv.bgz,phecode-981-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-981-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-981-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-981-both_sexes.tsv.bgz.tbi,538419104,1751953,c3473520869b07b3c7cb86954d0537df,0130dfa079df627d5b48785090e33c09,PH_Toxic_effect_of_(non-ethyl)_alcohol_and_petroleum_and_other_solvents_h0.21635_n1284,T51,0,PH_Toxic_effect_of_non_ethyl_alcohol_and_petroleum_and_other_solvents_h0.21635,1.03,h2_z_insignificant,,-0.002,T51,0,"Effects of heat, cold and air pressure",47
phecode,1014,both_sexes,,,"Effects of heat, cold and air pressure",,"Effects of heat, cold and air pressure",injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-1014-both_sexes.tsv.bgz.tbi,391,165,192,EUR,1,,,,,341,,,,,,420190,,,,,,0.18118,,,,,,0.97605,,phecode-1014-both_sexes.tsv.bgz,phecode-1014-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-1014-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-1014-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-1014-both_sexes.tsv.bgz.tbi,525491424,1751375,f7e516a4bf7c7d908cf54048ffc962c9,c1fba6730b9f6f91cedfc12803f6344f,PH_Effects_of_heat_cold_and_air_pressure_h0.18118_n391,T70.9XXA,0,PH_Effects_of_heat_cold_and_air_pressure_h0.18118,0.992,h2_z_insignificant,,0.0036,T67,0,Diseases of hair and hair follicles,52
phecode,780,both_sexes,,,Hypothermia/Chills,,Hypothermia/Chills,symptoms,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-780-both_sexes.tsv.bgz.tbi,302,112,161,EUR,1,,,,,257,,,,,,420274,,,,,,0.14827,,,,,,0.99695,,phecode-780-both_sexes.tsv.bgz,phecode-780-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-780-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-780-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-780-both_sexes.tsv.bgz.tbi,521313557,1751036,0eeb4105db4af0aa89060d03ce0507ca,1253b9d0723a19e1562c2662d0e3a138,PH_Hypothermia_Chills_h0.14827_n302,T68.XXXA,0,PH_Hypothermia_Chills_h0.14827,1.03,h2_z_insignificant,,-0.0019,T68,0,Hypopotassemia,56
icd10,T78,both_sexes,,,"T78 Adverse effects, not elsewhere classified",truncated: true,"T78 Adverse effects, not elsewhere classified","Chapter XIX Injury, poisoning and certain other consequences of external causes | T66-T78 Other and unspecified effects of external causes | T78 Adverse effects, not elsewhere classified",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T78-both_sexes.tsv.bgz.tbi,1352,709,523,EUR,1,,,,,1125,,,,,,419406,,,,,,0.1005,,,,,,1.0176,,icd10-T78-both_sexes.tsv.bgz,icd10-T78-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T78-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T78-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T78-both_sexes.tsv.bgz.tbi,538236788,1751702,9cc0e96c40b4eedfeed2109fa74b3fe8,96b135fbf786d26a6bb7c42d63ecc93f,IC_Adverse_effects_not_elsewhere_classified_h0.10050_n1352,T78,0,IC_Adverse_effects_not_elsewhere_classified_h0.10050,1.02,h2_z_insignificant,,0.0009,T78,0,"R57 Shock, not elsewhere classified",72
phecode,958.2,both_sexes,,,Traumatic and surgical subcutaneous emphysema,,Traumatic and surgical subcutaneous emphysema,injuries & poisonings,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-958.2-both_sexes.tsv.bgz.tbi,117,28,80,EUR,1,,,,,108,,,,,,419882,,,,,,0.16685,,,,,,0.98328,,phecode-958.2-both_sexes.tsv.bgz,phecode-958.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-958.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-958.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-958.2-both_sexes.tsv.bgz.tbi,508231418,1750418,754a5782d23f691bb3629b353c9d22be,85fba47d1b7b672ab0eec53f8fb37d2e,PH_Traumatic_and_surgical_subcutaneous_emphysema_h0.16685_n117,T797,0,PH_Traumatic_and_surgical_subcutaneous_emphysema_h0.16685,0.956,h2_z_insignificant,,0.0013,T79.7,0,Lipoma of skin and subcutaneous tissue,53
icd10,T82,both_sexes,,,"T82 Complications of cardiac and vascular prosthetic devices, implants and grafts",truncated: true,"T82 Complications of cardiac and vascular prosthetic devices, implants and grafts","Chapter XIX Injury, poisoning and certain other consequences of external causes | T80-T88 Complications of surgical and medical care, not elsewhere classified | T82 Complications of cardiac and vascular prosthetic devices, implants and grafts",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T82-both_sexes.tsv.bgz.tbi,3493,1104,2136,"CSA,EUR",2,,,99,,3053,,,,8777,,417478,,,,0.0789,,0.051378,,,,0.99788,,1.018,,icd10-T82-both_sexes.tsv.bgz,icd10-T82-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T82-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T82-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T82-both_sexes.tsv.bgz.tbi,1111317835,1931585,8fce78d1968e918e07b8aa6e44bff24c,dc5084c2d54c7b6ef41a767647d6df91,IC_Complications_of_cardiac_and_vascular_prosthetic_devices_implants_and_grafts_h0.05138_n3493,T82,0,IC_Complications_of_cardiac_and_vascular_prosthetic_devices_implants_and_grafts_h0.05138,1.04,h2_z_insignificant,,-0.0006,T82,0,"T84 Complications of internal orthopaedic prosthetic devices, implants and grafts",80
icd10,T84,both_sexes,,,"T84 Complications of internal orthopaedic prosthetic devices, implants and grafts",truncated: true,"T84 Complications of internal orthopaedic prosthetic devices, implants and grafts","Chapter XIX Injury, poisoning and certain other consequences of external causes | T80-T88 Complications of surgical and medical care, not elsewhere classified | T84 Complications of internal orthopaedic prosthetic devices, implants and grafts",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T84-both_sexes.tsv.bgz.tbi,6692,3488,2737,"AFR,CSA,EUR",3,52,,75,,6006,,6584,,8801,,414525,,0.11244,,0.0924,,0.053267,,0.98306,,0.9977,,1.0625,,icd10-T84-both_sexes.tsv.bgz,icd10-T84-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T84-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-T84-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-T84-both_sexes.tsv.bgz.tbi,1588511059,2049455,fc750448f8c1f653fcaebe772efda80e,2f5c7850cae970b34da8b9b668d2cd99,IC_Complications_of_internal_orthopaedic_prosthetic_devices_implants_and_grafts_h0.05327_n6692,T84,0,IC_Complications_of_internal_orthopaedic_prosthetic_devices_implants_and_grafts_h0.05327,1.05,h2_z_insignificant,,0.0056,T84,0,"T82 Complications of cardiac and vascular prosthetic devices, implants and grafts",79
