trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot
categorical,1747,both_sexes,2,,"Hair colour (natural, before greying)","ACE touchscreen question ""What best describes your natural hair colour? (If your hair colour is grey, the colour before you went grey)""  If the participant activated the Help button they were shown the message:        If you are unsure, please select the colour closest to your natural  adult hair colour or select Do not know.          This question was dropped from the touchscreen protocol on 24/10/2016.",Red,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,20712,12815,7897,EUR,1,,,,,19254,,,,,,400227,,,,,,0.20786,,,,,,1.0731,,categorical-1747-both_sexes-2.tsv.bgz,categorical-1747-both_sexes-2.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1747-both_sexes-2.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1747-both_sexes-2.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1747-both_sexes-2.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1747-both_sexes-2.tsv.bgz.tbi,547463102,1752185,bc0154601bf430133a259d1682a27416,4d8ea929d134b44a2c0d81faf8554f60,CA_Sun_exposure_h0.20786_n20712,,0,CA_red_hair_color_h0.20786
categorical,41229,both_sexes,5NR,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",TRAFFORD PCT,Health-related outcomes > Hospital inpatient > Summary Administration,4416,2406,2010,"AFR,CSA,EUR",3,67,,53,,3780,,6569,,8823,,416751,,0.14115,,0,,0.20866,,0.99431,,1.0358,,1.0517,,categorical-41229-both_sexes-5NR.tsv.bgz,categorical-41229-both_sexes-5NR.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NR.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NR.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NR.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NR.tsv.bgz.tbi,1581766870,2048834,b1497c97fbb89ca56215fee7bcc2d925,f2d0bfbca69e8cab0de5a973d42b1fd1,CA__Summary_Administration_h0.20866_n4416,,1,CA_Administration_h0.20866
phecode,250.5,both_sexes,,,Glycosuria or Acetonuria,,,endocrine/metabolic,164,112,37,EUR,1,,,,,136,,,,,,396181,,,,,,0.21323,,,,,,1.0025,,phecode-250.5-both_sexes.tsv.bgz,phecode-250.5-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.5-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.5-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.5-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.5-both_sexes.tsv.bgz.tbi,510827412,1750728,fa613cad0a4ce0c99f9d1d5523357248,b8074589cb7560aac3ea13055645cdf7,PH_Glycosuria_or_Acetonuria_h0.21323_n164,,0,PH_Glycosuria_or_Acetonuria_h0.21323
categorical,41229,both_sexes,5D7,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",NEWCASTLE PCT,Health-related outcomes > Hospital inpatient > Summary Administration,5316,2893,2423,"CSA,EUR",2,,,71,,4815,,,,8805,,415716,,,,0,,0.21338,,,,1.0461,,1.0709,,categorical-41229-both_sexes-5D7.tsv.bgz,categorical-41229-both_sexes-5D7.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5D7.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5D7.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5D7.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5D7.tsv.bgz.tbi,1121506648,1934673,a6c29b8619985a75f51d65fe1708214a,d0412b72f31e1f179326d354aa50ca65,CA__Summary_Administration_h0.21338_n5316,,1,CA_Administration_h0.21338
icd10,E06,both_sexes,,,E06 Thyroiditis,truncated: true,,"Chapter IV Endocrine, nutritional and metabolic diseases | E00-E07 Disorders of thyroid gland | E06 Thyroiditis",395,328,40,EUR,1,,,,,344,,,,,,420187,,,,,,0.21682,,,,,,0.98555,,icd10-E06-both_sexes.tsv.bgz,icd10-E06-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E06-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-E06-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E06-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-E06-both_sexes.tsv.bgz.tbi,525573378,1751411,db5c73d4be2bf3fc51df9dd170358164,30373258b18a7fa7bc6926d34bfcc1b0,IC_Thyroiditis_h0.21682_n395,,0,IC_Thyroiditis_h0.21682
phecode,592.3,both_sexes,,,Urethral stricture due to infecton,,,genitourinary,118,36,65,EUR,1,,,,,99,,,,,,386584,,,,,,0.22515,,,,,,0.9181,,phecode-592.3-both_sexes.tsv.bgz,phecode-592.3-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-592.3-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-592.3-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-592.3-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-592.3-both_sexes.tsv.bgz.tbi,506800879,1750129,c6360b5f6bd471024a3c777368d08bb6,5276e45ed2ce64a9d6e8b0c52a5d228b,PH_Urethral_stricture_due_to_infecton_h0.22515_n118,,0,PH_Urethral_stricture_due_to_infecton_h0.22515
categorical,41229,both_sexes,5HX,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",EALING PCT,Health-related outcomes > Hospital inpatient > Summary Administration,3299,1833,1466,"AFR,CSA,EAS,EUR,MID",5,154,,635,70,1767,50,6482,,8241,2639,418764,1549,0.1315,,0.1115,0.093384,0.22982,0.065175,0.99251,,0.99904,1.0033,1.0313,1.0241,categorical-41229-both_sexes-5HX.tsv.bgz,categorical-41229-both_sexes-5HX.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HX.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HX.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HX.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HX.tsv.bgz.tbi,2089785995,2185910,193b0e5aa5f551d90e84ae23ded1a977,56dceb66f11619b80d5b483096dd65a4,CA_Summary_Administration_h0.22982_n3299,,1,CA_Administration_h0.22982
categorical,41229,both_sexes,5N2,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",KIRKLEES PCT,Health-related outcomes > Hospital inpatient > Summary Administration,3799,2030,1769,"CSA,EUR",2,,,76,,3435,,,,8800,,417096,,,,0.28632,,0.2302,,,,1.0006,,1.0753,,categorical-41229-both_sexes-5N2.tsv.bgz,categorical-41229-both_sexes-5N2.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N2.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N2.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N2.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N2.tsv.bgz.tbi,1111117327,1932621,35d6e97bf56184e36ed0b07603915a97,bee72a3fff9c40ea8087d39a8784ab5e,CA_Summary_Administration_h0.23020_n3799,,1,CA_Administration_h0.23020
categorical,41248,both_sexes,7001,,Destinations on discharge from hospital (recoded),"This field is a summary of the distinct destination on discharge codes a participant has had recorded in their hospital inpatient records. Destination on discharge identifies whether a patient was due to return to their usual place of residence on leaving hospital, or whether they were due to go elsewhere.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field DISDEST_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.","Nursing, residential care, group home: NHS",Health-related outcomes > Hospital inpatient > Summary Administration,821,407,414,EUR,1,,,,,709,,,,,,411439,,,,,,0.23129,,,,,,0.99629,,categorical-41248-both_sexes-7001.tsv.bgz,categorical-41248-both_sexes-7001.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41248-both_sexes-7001.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41248-both_sexes-7001.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41248-both_sexes-7001.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41248-both_sexes-7001.tsv.bgz.tbi,534220774,1752010,484bf255f04e11d7811374855a8ea87a,2202d4f574ad5b65c17ba916188c1c5a,CA_Summary_Administration_h0.23129_n821,,1,CA_Administration_h0.23129
categorical,41229,both_sexes,5A7,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BROMLEY PCT,Health-related outcomes > Hospital inpatient > Summary Administration,2743,1576,1167,"AFR,CSA,EUR",3,69,,58,,2220,,6567,,8818,,418311,,0.098134,,0.12567,,0.2354,,1.0277,,1.0316,,1.0423,,categorical-41229-both_sexes-5A7.tsv.bgz,categorical-41229-both_sexes-5A7.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5A7.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5A7.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5A7.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5A7.tsv.bgz.tbi,1569327855,2046379,6f1173e63caf2fb70413e2ba1a5dc048,0d8f9329359fc60c1c7234d5d9521d59,CA_Summary_Administration_h0.23540_n2743,,1,CA_Administration_h0.23540
categorical,41229,both_sexes,5HQ,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BOLTON PCT,Health-related outcomes > Hospital inpatient > Summary Administration,3525,1901,1624,"CSA,EUR",2,,,77,,3186,,,,8799,,417345,,,,0.28194,,0.24003,,,,1.007,,1.0536,,categorical-41229-both_sexes-5HQ.tsv.bgz,categorical-41229-both_sexes-5HQ.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HQ.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HQ.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HQ.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HQ.tsv.bgz.tbi,1107264017,1931706,1a6ee6c52676d27eebc970de2fcd6707,bfbf3a697d08bac78dacdc6e2de07453,CA_Summary_Administration_h0.24003_n3525,,1,CA_Administration_h0.24003
categorical,41229,both_sexes,5A5,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",KINGSTON PCT,Health-related outcomes > Hospital inpatient > Summary Administration,1474,802,672,"CSA,EUR",2,,,67,,1133,,,,8809,,419398,,,,0.17939,,0.24258,,,,0.99613,,1.0273,,categorical-41229-both_sexes-5A5.tsv.bgz,categorical-41229-both_sexes-5A5.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5A5.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5A5.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5A5.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5A5.tsv.bgz.tbi,1070791087,1924824,0c9e48936e8185af1382ae0344930c05,5328d3f535d22b0e48f3030ad8c5e7fb,CA_Summary_Administration_h0.24258_n1474,,1,CA_Administration_h0.24258
categorical,41229,both_sexes,5M1,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",SOUTH BIRMINGHAM PCT,Health-related outcomes > Hospital inpatient > Summary Administration,4539,2404,2135,"AFR,CSA,EUR",3,167,,147,,3661,,6469,,8729,,416870,,0.13673,,0.1216,,0.24463,,1.0053,,0.9965,,1.0981,,categorical-41229-both_sexes-5M1.tsv.bgz,categorical-41229-both_sexes-5M1.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5M1.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5M1.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5M1.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5M1.tsv.bgz.tbi,1629339063,2056619,de88d8b87f071b68b78fc56a9748233e,02311151106f3ad2f5cc20ae4ab1944a,CA_Summary_Administration_h0.24463_n4539,,1,CA_Administration_h0.24463
categorical,41229,both_sexes,5NL,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",LIVERPOOL PCT,Health-related outcomes > Hospital inpatient > Summary Administration,5967,3205,2762,"EAS,EUR",2,,,,56,5248,,,,,2653,415283,,,,,0.15727,0.28065,,,,,1.042,1.1332,,categorical-41229-both_sexes-5NL.tsv.bgz,categorical-41229-both_sexes-5NL.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NL.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NL.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NL.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NL.tsv.bgz.tbi,1042633460,1918175,eb86b4d79e0312773120a63c3ced7e96,2fcac6fd6c0a4369b060070cdea9ee67,CA_Summary_Administration_h0.28065_n5967,,1,CA_Administration_h0.28065
continuous,3659,both_sexes,,irnt,Year immigrated to UK (United Kingdom),"ACE touchscreen question ""What year did you first come to live in the United Kingdom?""  If the participant activated the Help button they were shown the message:        Please give the year that you FIRST came to live in the United Kingdom.  Do not count years if you came to holiday or visit friends or family.         ~F3659~ was collected from participants who indicated they were born outside the United Kingdom, as defined by their answers to ~F1647~     This question was dropped from the touchscreen protocol on 23/10/2016.",,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Ethnicity,41924,23970,17954,"AFR,CSA,EAS,EUR,MID",5,4452,,7592,2308,13944,1143,,,,,,,0.83324,,0.6742,0.78874,0.29239,0.77905,1.0516,,1.0366,1.012,1.0999,0.99884,continuous-3659-both_sexes-irnt.tsv.bgz,continuous-3659-both_sexes-irnt.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-3659-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-3659-both_sexes-irnt.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-3659-both_sexes-irnt.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-3659-both_sexes-irnt.tsv.bgz.tbi,1773256968,2107218,65140fa6d695230c62741ec5707768df,e60e5cb09301fcde61df97c2921c5461,CO_Ethnicity_irnt_h0.29239_n41924,,1,CO_Ethnicity_irnt_h0.29239
categorical,41229,both_sexes,5PG,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BIRMINGHAM EAST AND NORTH PCT,Health-related outcomes > Hospital inpatient > Summary Administration,4365,2277,2088,"AFR,CSA,EUR",3,183,,200,,3535,,6453,,8676,,416996,,0.25254,,0.3088,,0.29416,,0.99264,,0.93335,,1.07,,categorical-41229-both_sexes-5PG.tsv.bgz,categorical-41229-both_sexes-5PG.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5PG.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5PG.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5PG.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5PG.tsv.bgz.tbi,1634342097,2057799,7991f8d07c3b4975963e3bb363ecfc94,879a964e3d899c23d21b7aacf19f171b,CA_Summary_Administration_h0.29416_n4365,,1,CA_Administration_h0.29416
categorical,41248,both_sexes,6004,,Destinations on discharge from hospital (recoded),"This field is a summary of the distinct destination on discharge codes a participant has had recorded in their hospital inpatient records. Destination on discharge identifies whether a patient was due to return to their usual place of residence on leaving hospital, or whether they were due to go elsewhere.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field DISDEST_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Transfer within NHS provider: Surgical specialty,Health-related outcomes > Hospital inpatient > Summary Administration,1263,563,700,EUR,1,,,,,1107,,,,,,411030,,,,,,0.30128,,,,,,0.97992,,categorical-41248-both_sexes-6004.tsv.bgz,categorical-41248-both_sexes-6004.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41248-both_sexes-6004.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41248-both_sexes-6004.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41248-both_sexes-6004.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41248-both_sexes-6004.tsv.bgz.tbi,537131155,1751959,47ba4f6fa52952537efbb2a8883fe41a,92b1b9d60e37f0475902e65eb3e1c96c,CA_Summary_Administration_h0.30128_n1263,,1,CA_Administration_h0.30128
categorical,41229,both_sexes,5N4,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",SHEFFIELD PCT,Health-related outcomes > Hospital inpatient > Summary Administration,10908,5902,5006,"AFR,CSA,EUR",3,101,,69,,9927,,6535,,8807,,410604,,0,,0.22742,,0.31209,,1.0361,,0.99978,,1.2413,,categorical-41229-both_sexes-5N4.tsv.bgz,categorical-41229-both_sexes-5N4.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N4.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N4.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N4.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N4.tsv.bgz.tbi,1630602415,2057119,95e0482438bfded0d512372da7cc613a,1d1092469cb7379adecaf9e545f9c1b7,CA_Summary_Administration_h0.31209_n10908,,1,CA_Administration_h0.31209
categorical,41248,both_sexes,6001,,Destinations on discharge from hospital (recoded),"This field is a summary of the distinct destination on discharge codes a participant has had recorded in their hospital inpatient records. Destination on discharge identifies whether a patient was due to return to their usual place of residence on leaving hospital, or whether they were due to go elsewhere.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field DISDEST_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.","Transfer within NHS provider: General ward, young physically disabled, A&E",Health-related outcomes > Hospital inpatient > Summary Administration,460,204,256,EUR,1,,,,,420,,,,,,411660,,,,,,0.31485,,,,,,1.002,,categorical-41248-both_sexes-6001.tsv.bgz,categorical-41248-both_sexes-6001.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41248-both_sexes-6001.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41248-both_sexes-6001.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41248-both_sexes-6001.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41248-both_sexes-6001.tsv.bgz.tbi,528036672,1751738,6cd1dfcb9cd7fe1645f3dfa9be4b3fc9,750c463a9f54fd88094d98817cbe41fa,CA_Summary_Administration_h0.31485_n460,,1,CA_Administration_h0.31485
