;phenocode;X;Unnamed..0;Unnamed..0.1;trait_type;pheno_sex;coding;modifier;description;description_more;coding_description;category;n_cases_full_cohort_both_sexes;n_cases_full_cohort_females;n_cases_full_cohort_males;pops;num_pops;n_cases_AFR;n_cases_AMR;n_cases_CSA;n_cases_EAS;n_cases_EUR;n_cases_MID;n_controls_AFR;n_controls_AMR;n_controls_CSA;n_controls_EAS;n_controls_EUR;n_controls_MID;saige_heritability_AFR;saige_heritability_AMR;saige_heritability_CSA;saige_heritability_EAS;saige_heritability_EUR;saige_heritability_MID;lambda_gc_AFR;lambda_gc_AMR;lambda_gc_CSA;lambda_gc_EAS;lambda_gc_EUR;lambda_gc_MID;filename;filename_tabix;aws_link;aws_link_tabix;wget;wget_tabix;size_in_bytes;size_in_bytes_tabix;md5_hex;md5_hex_tabix;phenocode_annotate_lst;category_manual;coding_description.1;new_pheno_annot;AB_ICD10
271;726.3;1154;1154;6567;phecode;both_sexes;;;Bursitis;;;musculoskeletal;1133;270;778;EUR;1;NA;NA;NA;NA;1009;NA;NA;NA;NA;NA;386932;NA;NA;NA;NA;NA;0.057613;NA;NA;NA;NA;NA;1.028;NA;phecode-726.3-both_sexes.tsv.bgz;phecode-726.3-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-726.3-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-726.3-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-726.3-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-726.3-both_sexes.tsv.bgz.tbi;537552299;1751614;77173c8b257681c80837115c0573c491;fd3ffce7ee9f33ba196dca1267507f19;PH_Bursitis_h0.05761_n1133;musculoskeletal;;PH_Bursitis_h0.05761_n1133;M70
272;727.6;1155;1155;6573;phecode;both_sexes;;;Rupture of tendon, nontraumatic;;;musculoskeletal;484;212;230;EUR;1;NA;NA;NA;NA;420;NA;NA;NA;NA;NA;386932;NA;NA;NA;NA;NA;0.12863;NA;NA;NA;NA;NA;1.0196;NA;phecode-727.6-both_sexes.tsv.bgz;phecode-727.6-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-727.6-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-727.6-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-727.6-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-727.6-both_sexes.tsv.bgz.tbi;528103682;1751354;9fd77109bac5f7e73bb96faeb6483be7;04770bd1c09ec0bc17842a6f188c0083;PH_Rupture_of_tendon,_nontraumatic_h0.12863_n484;musculoskeletal;;PH_Rupture_of_tendon,_nontraumatic_h0.12863_n484;M66
273;727.7;1156;1156;6574;phecode;both_sexes;;;Contracture of tendon (sheath);;;musculoskeletal;201;96;85;EUR;1;NA;NA;NA;NA;175;NA;NA;NA;NA;NA;386932;NA;NA;NA;NA;NA;0.090957;NA;NA;NA;NA;NA;0.96454;NA;phecode-727.7-both_sexes.tsv.bgz;phecode-727.7-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-727.7-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-727.7-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-727.7-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-727.7-both_sexes.tsv.bgz.tbi;514551471;1750593;fb445a4c7bdff16bc8284fce41b7d511;025aa3bafc6a7f45cb3b3cba68d09acc;PH_Contracture_of_tendon_(sheath)_h0.09096_n201;musculoskeletal;;PH_Contracture_of_tendon_(sheath)_h0.09096_n201;M67
274;728;1157;1157;6575;phecode;both_sexes;;;Disorders of muscle, ligament, and fascia;;;musculoskeletal;4779;1106;3357;EUR;1;NA;NA;NA;NA;4400;NA;NA;NA;NA;NA;386932;NA;NA;NA;NA;NA;0.18394;NA;NA;NA;NA;NA;1.0752;NA;phecode-728-both_sexes.tsv.bgz;phecode-728-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-728-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-728-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-728-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-728-both_sexes.tsv.bgz.tbi;546013868;1751916;de8be6f948b32dd4c571d6aaf22e495d;74a43cca3eaf8ea2f78afeb946750145;PH_Disorders_of_muscle,_ligament,_and_fascia_h0.18394_n4779;musculoskeletal;;PH_Disorders_of_muscle,_ligament,_and_fascia_h0.18394_n4779;M62
275;728.7;1158;1158;6577;phecode;both_sexes;;;Fasciitis;;;musculoskeletal;5225;1385;3492;EUR;1;NA;NA;NA;NA;4772;NA;NA;NA;NA;NA;386932;NA;NA;NA;NA;NA;0.17588;NA;NA;NA;NA;NA;1.066;NA;phecode-728.7-both_sexes.tsv.bgz;phecode-728.7-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-728.7-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-728.7-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-728.7-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-728.7-both_sexes.tsv.bgz.tbi;546266429;1752183;b5f5bf5cef1d40475af462582192a8b4;baa53e7b969d3beedace8d30ec8ad6ee;PH_Fasciitis_h0.17588_n5225;musculoskeletal;;PH_Fasciitis_h0.17588_n5225;M72
276;728.71;1159;1159;6578;phecode;both_sexes;;;Contracture of palmar fascia [Dupuytren's disease];;;musculoskeletal;4594;1030;3264;EUR;1;NA;NA;NA;NA;4234;NA;NA;NA;NA;NA;386932;NA;NA;NA;NA;NA;0.18958;NA;NA;NA;NA;NA;1.0923;NA;phecode-728.71-both_sexes.tsv.bgz;phecode-728.71-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-728.71-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-728.71-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-728.71-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-728.71-both_sexes.tsv.bgz.tbi;545832727;1751892;07ff4999f3fc449b954acb3d1c77432c;876ed9d5419dd8cbcb96dbe506d101d8;PH_Contracture_of_palmar_fascia_[Dupuytren's_disease]_h0.18958_n4594;musculoskeletal;;PH_Contracture_of_palmar_fascia_[Dupuytren's_disease]_h0.18958_n4594;M72
277;729.1;1160;1160;6580;phecode;both_sexes;;;Rheumatism, unspecified and fibrositis;;;musculoskeletal;1209;969;154;EUR;1;NA;NA;NA;NA;1050;NA;NA;NA;NA;NA;386932;NA;NA;NA;NA;NA;0.21937;NA;NA;NA;NA;NA;1.0288;NA;phecode-729.1-both_sexes.tsv.bgz;phecode-729.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-729.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-729.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-729.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-729.1-both_sexes.tsv.bgz.tbi;537440536;1751624;6ab9ef4dea2d6cd71caafbd63128909f;915718e33e22089fb76073e4b99e23ff;PH_Rheumatism,_unspecified_and_fibrositis_h0.21937_n1209;musculoskeletal;;PH_Rheumatism,_unspecified_and_fibrositis_h0.21937_n1209;M79
278;733.2;1161;1161;6587;phecode;both_sexes;;;Cyst of bone;;;musculoskeletal;420;269;124;EUR;1;NA;NA;NA;NA;373;NA;NA;NA;NA;NA;397835;NA;NA;NA;NA;NA;0.050276;NA;NA;NA;NA;NA;0.97368;NA;phecode-733.2-both_sexes.tsv.bgz;phecode-733.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-733.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-733.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-733.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-733.2-both_sexes.tsv.bgz.tbi;526728418;1751055;8aeeb47116e11c3a2d1257c94eeff671;09ae0d833ff251c2ccd54f604f890f9b;PH_Cyst_of_bone_h0.05028_n420;musculoskeletal;;PH_Cyst_of_bone_h0.05028_n420;M85
279;735.21;1162;1162;6593;phecode;both_sexes;;;Hammer toe (acquired);;;musculoskeletal;2593;2019;369;EUR;1;NA;NA;NA;NA;2321;NA;NA;NA;NA;NA;403527;NA;NA;NA;NA;NA;0.052725;NA;NA;NA;NA;NA;1.0405;NA;phecode-735.21-both_sexes.tsv.bgz;phecode-735.21-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-735.21-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-735.21-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-735.21-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-735.21-both_sexes.tsv.bgz.tbi;543629430;1752050;3a231cb3051d4bff130cbee72a2c1d40;0d371e98fceb446a9173f866fcd0d545;PH_Hammer_toe_(acquired)_h0.05273_n2593;musculoskeletal;;PH_Hammer_toe_(acquired)_h0.05273_n2593;M20
280;735.23;1163;1163;6594;phecode;both_sexes;;;Hallux rigidus;;;musculoskeletal;1988;1373;476;EUR;1;NA;NA;NA;NA;1796;NA;NA;NA;NA;NA;403527;NA;NA;NA;NA;NA;0.10784;NA;NA;NA;NA;NA;1.0329;NA;phecode-735.23-both_sexes.tsv.bgz;phecode-735.23-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-735.23-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-735.23-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-735.23-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-735.23-both_sexes.tsv.bgz.tbi;541625337;1751796;82687f2167ef433e7b384f5469e84ec3;738cd355fcd8735dd3465430fdb40583;PH_Hallux_rigidus_h0.10784_n1988;musculoskeletal;;PH_Hallux_rigidus_h0.10784_n1988;M20
281;738;1164;1164;6601;phecode;both_sexes;;;Other acquired musculoskeletal deformity;;;musculoskeletal;2867;1674;984;EUR;1;NA;NA;NA;NA;2520;NA;NA;NA;NA;NA;403527;NA;NA;NA;NA;NA;0.054062;NA;NA;NA;NA;NA;1.0624;NA;phecode-738-both_sexes.tsv.bgz;phecode-738-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-738-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-738-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-738-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-738-both_sexes.tsv.bgz.tbi;543969735;1752317;959ca3ad49998340a753926357cd642d;1db932e66bd01ff419927f2ce85639e4;PH_Other_acquired_musculoskeletal_deformity_h0.05406_n2867;musculoskeletal;;PH_Other_acquired_musculoskeletal_deformity_h0.05406_n2867;M95
282;738.4;1165;1165;6602;phecode;both_sexes;;;Acquired spondylolisthesis;;;musculoskeletal;2339;1451;731;EUR;1;NA;NA;NA;NA;2073;NA;NA;NA;NA;NA;403527;NA;NA;NA;NA;NA;0.07726;NA;NA;NA;NA;NA;1.0497;NA;phecode-738.4-both_sexes.tsv.bgz;phecode-738.4-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-738.4-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-738.4-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-738.4-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-738.4-both_sexes.tsv.bgz.tbi;543099459;1751983;8f50e99764b8ec747d7fa09dfd26e4e8;d146ec8c1a5366ba59325488dfad4136;PH_Acquired_spondylolisthesis_h0.07726_n2339;musculoskeletal;;PH_Acquired_spondylolisthesis_h0.07726_n2339;M43
283;740.2;1166;1166;6608;phecode;both_sexes;;;Osteoarthrosis, generalized;;;musculoskeletal;724;442;226;EUR;1;NA;NA;NA;NA;646;NA;NA;NA;NA;NA;384458;NA;NA;NA;NA;NA;0.17318;NA;NA;NA;NA;NA;0.96946;NA;phecode-740.2-both_sexes.tsv.bgz;phecode-740.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-740.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-740.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-740.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-740.2-both_sexes.tsv.bgz.tbi;533140044;1751465;eabb0cd3ba5e7d6e9844f44b4c604001;5a0afb05c7a9f969da661d98c3c669f5;PH_Osteoarthrosis,_generalized_h0.17318_n724;musculoskeletal;;PH_Osteoarthrosis,_generalized_h0.17318_n724;M15
284;741.2;1167;1167;6612;phecode;both_sexes;;;Stiffness of joint;;;musculoskeletal;813;434;321;EUR;1;NA;NA;NA;NA;714;NA;NA;NA;NA;NA;413456;NA;NA;NA;NA;NA;0.12571;NA;NA;NA;NA;NA;0.99723;NA;phecode-741.2-both_sexes.tsv.bgz;phecode-741.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-741.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-741.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-741.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-741.2-both_sexes.tsv.bgz.tbi;534359551;1751691;103f3b05a5957ff62d45d41985b71fa2;721471efc5eba164d67475b48a6cb704;PH_Stiffness_of_joint_h0.12571_n813;musculoskeletal;;PH_Stiffness_of_joint_h0.12571_n813;M25
285;741.5;1168;1168;6615;phecode;both_sexes;;;Hemarthrosis;;;musculoskeletal;157;62;86;EUR;1;NA;NA;NA;NA;137;NA;NA;NA;NA;NA;413456;NA;NA;NA;NA;NA;0.24357;NA;NA;NA;NA;NA;0.98423;NA;phecode-741.5-both_sexes.tsv.bgz;phecode-741.5-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-741.5-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-741.5-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-741.5-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-741.5-both_sexes.tsv.bgz.tbi;511323027;1750632;5e0a8629ed0cee8f64dba26f06be232a;ca6b43bf7e0bfbbfce48db93f8ab2177;PH_Hemarthrosis_h0.24357_n157;musculoskeletal;;PH_Hemarthrosis_h0.24357_n157;M25
286;743.2;1169;1169;6623;phecode;both_sexes;;;Pathologic fracture;;;musculoskeletal;781;409;326;EUR;1;NA;NA;NA;NA;709;NA;NA;NA;NA;NA;411038;NA;NA;NA;NA;NA;0.070568;NA;NA;NA;NA;NA;1.0068;NA;phecode-743.2-both_sexes.tsv.bgz;phecode-743.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-743.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-743.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-743.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-743.2-both_sexes.tsv.bgz.tbi;533992177;1751494;4d8b4f55c2e9957e476b14b3d525ba4b;0bb7a3e1beb72f44c0ec3477dbb9040c;PH_Pathologic_fracture_h0.07057_n781;musculoskeletal;;PH_Pathologic_fracture_h0.07057_n781;M84
287;747.13;1170;1170;6631;phecode;both_sexes;;;Congenital anomalies of great vessels;;;congenital anomalies;2784;937;1620;EUR;1;NA;NA;NA;NA;2474;NA;NA;NA;NA;NA;416857;NA;NA;NA;NA;NA;0.069791;NA;NA;NA;NA;NA;1.0737;NA;phecode-747.13-both_sexes.tsv.bgz;phecode-747.13-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-747.13-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-747.13-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-747.13-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-747.13-both_sexes.tsv.bgz.tbi;543736511;1752294;e47e6b4ca7f0115736642c6d82f88e15;b833db7f783ee17722a88ed6b6398a9b;PH_Congenital_anomalies_of_great_vessels_h0.06979_n2784;congenital_anomalies;;PH_Congenital_anomalies_of_great_vessels_h0.06979_n2784;Q25
288;750.13;1171;1171;6636;phecode;both_sexes;;;Congenital anomalies of mouth/tongue;;;congenital anomalies;264;87;162;EUR;1;NA;NA;NA;NA;238;NA;NA;NA;NA;NA;417905;NA;NA;NA;NA;NA;0.21625;NA;NA;NA;NA;NA;0.98787;NA;phecode-750.13-both_sexes.tsv.bgz;phecode-750.13-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-750.13-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-750.13-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-750.13-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-750.13-both_sexes.tsv.bgz.tbi;520050996;1750561;2c71c73b9da4ea3971e05170a2b172cc;4458b6251b353db3da389b14084d7554;PH_Congenital_anomalies_of_mouth_tongue_h0.21625_n264;congenital_anomalies;;PH_Congenital_anomalies_of_mouth_tongue_h0.21625_n264;Q38
289;752;1172;1172;6648;phecode;both_sexes;;;Nervous system congenital anomalies;;;congenital anomalies;428;266;134;EUR;1;NA;NA;NA;NA;385;NA;NA;NA;NA;NA;419889;NA;NA;NA;NA;NA;0.13374;NA;NA;NA;NA;NA;1.0377;NA;phecode-752-both_sexes.tsv.bgz;phecode-752-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-752-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-752-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-752-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-752-both_sexes.tsv.bgz.tbi;527106474;1751175;9b98bb1148dd5f2f4590eaae362670a0;00f3879878c9e1c859e5ad5e2132c3ff;PH_Nervous_system_congenital_anomalies_h0.13374_n428;congenital_anomalies;;PH_Nervous_system_congenital_anomalies_h0.13374_n428;Q04
290;755;1173;1173;6654;phecode;both_sexes;;;Congenital anomalies of limbs;;;congenital anomalies;579;383;151;EUR;1;NA;NA;NA;NA;512;NA;NA;NA;NA;NA;419170;NA;NA;NA;NA;NA;0.23073;NA;NA;NA;NA;NA;0.99049;NA;phecode-755-both_sexes.tsv.bgz;phecode-755-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-755-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-755-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-755-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-755-both_sexes.tsv.bgz.tbi;530371167;1751321;c15282d33ac015420684575535dc4b01;560b638ba656b7c7bf02d748b97148cc;PH_Congenital_anomalies_of_limbs_h0.23073_n579;congenital_anomalies;;PH_Congenital_anomalies_of_limbs_h0.23073_n579;Q74
291;755.1;1174;1174;6655;phecode;both_sexes;;;Congenital deformities of feet;;;congenital anomalies;293;188;88;EUR;1;NA;NA;NA;NA;267;NA;NA;NA;NA;NA;419170;NA;NA;NA;NA;NA;0.13789;NA;NA;NA;NA;NA;1.0208;NA;phecode-755.1-both_sexes.tsv.bgz;phecode-755.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-755.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-755.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-755.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-755.1-both_sexes.tsv.bgz.tbi;521927162;1750976;3db840662030545c7af8bc2df5d4a91d;f3531bf33b4abda3d337df5cdd110734;PH_Congenital_deformities_of_feet_h0.13789_n293;congenital_anomalies;;PH_Congenital_deformities_of_feet_h0.13789_n293;Q66
292;756;1175;1175;6658;phecode;both_sexes;;;Other congenital musculoskeletal anomalies;;;congenital anomalies;875;471;333;EUR;1;NA;NA;NA;NA;764;NA;NA;NA;NA;NA;419170;NA;NA;NA;NA;NA;0.14279;NA;NA;NA;NA;NA;0.99628;NA;phecode-756-both_sexes.tsv.bgz;phecode-756-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-756-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-756-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-756-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-756-both_sexes.tsv.bgz.tbi;534720010;1751722;50c741428c8206dcd90e6351613f2c37;969f5b1949ab8f6843b37921f77198d8;PH_Other_congenital_musculoskeletal_anomalies_h0.14279_n875;congenital_anomalies;;PH_Other_congenital_musculoskeletal_anomalies_h0.14279_n875;Q68
293;765;1176;1176;6667;phecode;both_sexes;;;Cervical radiculitis;;;symptoms;723;321;344;EUR;1;NA;NA;NA;NA;633;NA;NA;NA;NA;NA;415549;NA;NA;NA;NA;NA;0.16827;NA;NA;NA;NA;NA;0.97948;NA;phecode-765-both_sexes.tsv.bgz;phecode-765-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-765-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-765-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-765-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-765-both_sexes.tsv.bgz.tbi;532755963;1751677;922ed70596084dc04d405e9490a7fb55;2c1545f211b1f3ccb9a449ca2ed5d270;PH_Cervical_radiculitis_h0.16827_n723;abnormal_symptoms;;PH_Cervical_radiculitis_h0.16827_n723;M50
294;780;1177;1177;6675;phecode;both_sexes;;;Hypothermia/Chills;;;symptoms;302;112;161;EUR;1;NA;NA;NA;NA;257;NA;NA;NA;NA;NA;420274;NA;NA;NA;NA;NA;0.14827;NA;NA;NA;NA;NA;0.99695;NA;phecode-780-both_sexes.tsv.bgz;phecode-780-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-780-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-780-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-780-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-780-both_sexes.tsv.bgz.tbi;521313557;1751036;0eeb4105db4af0aa89060d03ce0507ca;1253b9d0723a19e1562c2662d0e3a138;PH_Hypothermia_Chills_h0.14827_n302;abnormal_symptoms;;PH_Hypothermia_Chills_h0.14827_n302;T68
