;coding;X;Unnamed..0;Unnamed..0.1;trait_type;phenocode;pheno_sex;modifier;description;description_more;coding_description;category;n_cases_full_cohort_both_sexes;n_cases_full_cohort_females;n_cases_full_cohort_males;pops;num_pops;n_cases_AFR;n_cases_AMR;n_cases_CSA;n_cases_EAS;n_cases_EUR;n_cases_MID;n_controls_AFR;n_controls_AMR;n_controls_CSA;n_controls_EAS;n_controls_EUR;n_controls_MID;saige_heritability_AFR;saige_heritability_AMR;saige_heritability_CSA;saige_heritability_EAS;saige_heritability_EUR;saige_heritability_MID;lambda_gc_AFR;lambda_gc_AMR;lambda_gc_CSA;lambda_gc_EAS;lambda_gc_EUR;lambda_gc_MID;filename;filename_tabix;aws_link;aws_link_tabix;wget;wget_tabix;size_in_bytes;size_in_bytes_tabix;md5_hex;md5_hex_tabix;phenocode_annotate_lst;category_manual;coding_description.1;new_pheno_annot;AB_ICD10;AB_PRESUMED.DIAGNOSIS
63;1140911682;147;147;812;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;selenium ace tablet;UK Biobank Assessment Centre > Verbal interview > Medications;619;378;241;EUR;1;NA;NA;NA;NA;564;NA;NA;NA;NA;NA;419909;NA;NA;NA;NA;NA;0.22371;NA;NA;NA;NA;NA;1.0085;NA;categorical-20003-both_sexes-1140911682.tsv.bgz;categorical-20003-both_sexes-1140911682.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911682.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911682.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911682.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911682.tsv.bgz.tbi;531744250;1751369;8d351643c5d50067f32c97f7d38e0895;b175f51b4a894a4730591289cc64cd15;CA_Medications_h0.22371_n619;Medications;selenium ace tablet;CA_PRS_selenium_ace_tablet_h0.22371_n619;Y57_E59;Nos Medication/Selenium deficiency
64;1140911730;148;148;814;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;flax oil tablet;UK Biobank Assessment Centre > Verbal interview > Medications;775;598;177;EUR;1;NA;NA;NA;NA;691;NA;NA;NA;NA;NA;419782;NA;NA;NA;NA;NA;0.16561;NA;NA;NA;NA;NA;0.99943;NA;categorical-20003-both_sexes-1140911730.tsv.bgz;categorical-20003-both_sexes-1140911730.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911730.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911730.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911730.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911730.tsv.bgz.tbi;533687958;1751706;7ca7bb009f65a845ce9a7d2a7a96bdbd;eadc646e54256b338f6b1134ccc89e2b;CA_Medications_h0.16561_n775;Medications;flax oil tablet;CA_PRS_flax_oil_tablet_h0.16561_n775;Y57_E78;NOS Medication/Hyperchlostrelaemia
65;1140911736;149;149;817;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;ginseng product;UK Biobank Assessment Centre > Verbal interview > Medications;676;374;302;EUR;1;NA;NA;NA;NA;594;NA;NA;NA;NA;NA;419879;NA;NA;NA;NA;NA;0.068855;NA;NA;NA;NA;NA;0.98726;NA;categorical-20003-both_sexes-1140911736.tsv.bgz;categorical-20003-both_sexes-1140911736.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911736.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911736.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911736.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911736.tsv.bgz.tbi;532041073;1751449;f9afc7e91773bc915d1d566747143b51;6470f9b529b0aceae5dc11d3def2bfc8;CA_Medications_h0.06885_n676;Medications;ginseng product;CA_PRS_ginseng_product_h0.06885_n676;Y57;Nos Medication
66;1140916282;150;150;820;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;venlafaxine;UK Biobank Assessment Centre > Verbal interview > Medications;1919;1243;676;EUR;1;NA;NA;NA;NA;1715;NA;NA;NA;NA;NA;418758;NA;NA;NA;NA;NA;0.085084;NA;NA;NA;NA;NA;1.0397;NA;categorical-20003-both_sexes-1140916282.tsv.bgz;categorical-20003-both_sexes-1140916282.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140916282.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140916282.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140916282.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140916282.tsv.bgz.tbi;541729939;1751885;659d8c13256c3ec33940262b23337d10;a96bc7763dfe9f92146cb763cc4b36bc;CA_Medications_h0.08508_n1919;Medications;venlafaxine;CA_PRS_venlafaxine_h0.08508_n1919;F31_F32;Mood Disorder/Depression
67;1140921828;151;151;828;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;dicloflex 25mg e/c tablet;UK Biobank Assessment Centre > Verbal interview > Medications;589;352;237;EUR;1;NA;NA;NA;NA;501;NA;NA;NA;NA;NA;419972;NA;NA;NA;NA;NA;0.13812;NA;NA;NA;NA;NA;1.011;NA;categorical-20003-both_sexes-1140921828.tsv.bgz;categorical-20003-both_sexes-1140921828.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140921828.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140921828.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140921828.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140921828.tsv.bgz.tbi;530243288;1751321;c4bb0313a35c4a1619738c8413f7a064;26283f68858410c4a2ac3aa65cdfa8c3;CA_Medications_h0.13812_n589;Medications;dicloflex 25mg e/c tablet;CA_PRS_dicloflex_25mg_e_c_tablet_h0.13812_n589;M19_R52;Arthritis (OA/RA)
68;1140923348;152;152;834;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;co-proxamol;UK Biobank Assessment Centre > Verbal interview > Medications;385;263;122;EUR;1;NA;NA;NA;NA;335;NA;NA;NA;NA;NA;420138;NA;NA;NA;NA;NA;0.15492;NA;NA;NA;NA;NA;0.96307;NA;categorical-20003-both_sexes-1140923348.tsv.bgz;categorical-20003-both_sexes-1140923348.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923348.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923348.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923348.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923348.tsv.bgz.tbi;525143957;1751286;74737563a2eeb343200f1b64f2f4efb1;a42fc8ab5c06d1b69485c0a4aad80511;CA_Medications_h0.15492_n385;Medications;co-proxamol;CA_PRS_co-proxamol_h0.15492_n385;M19_R52;Arthritis (OA/RA)
69;1140923670;153;153;839;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;gtn - glyceryl trinitrate;UK Biobank Assessment Centre > Verbal interview > Medications;814;294;520;EUR;1;NA;NA;NA;NA;710;NA;NA;NA;NA;NA;419763;NA;NA;NA;NA;NA;0.11692;NA;NA;NA;NA;NA;0.99841;NA;categorical-20003-both_sexes-1140923670.tsv.bgz;categorical-20003-both_sexes-1140923670.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923670.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923670.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923670.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923670.tsv.bgz.tbi;533856438;1751662;0b1cbb766161c5ffb318997095c05ed2;01bdf63c494cdd3e02395832dab6d922;CA_Medications_h0.11692_n814;Medications;gtn - glyceryl trinitrate;CA_PRS_gtn_-_glyceryl_trinitrate_h0.11692_n814;I20_I25;Angina/IHD
70;1140923688;154;154;840;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;zoton 15mg capsule;UK Biobank Assessment Centre > Verbal interview > Medications;324;176;148;EUR;1;NA;NA;NA;NA;296;NA;NA;NA;NA;NA;420177;NA;NA;NA;NA;NA;0.17851;NA;NA;NA;NA;NA;0.99952;NA;categorical-20003-both_sexes-1140923688.tsv.bgz;categorical-20003-both_sexes-1140923688.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923688.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923688.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140923688.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140923688.tsv.bgz.tbi;523164368;1750843;392d30e70607cc4e8fa133b39ffb0e5d;1d231e0fba07498dd2e49e1e83e6dfa5;CA_Medications_h0.17851_n324;Medications;zoton 15mg capsule;CA_PRS_zoton_15mg_capsule_h0.17851_n324;K27_K25;Peptic/Gastric ulcer
71;1140926732;155;155;844;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;meloxicam;UK Biobank Assessment Centre > Verbal interview > Medications;1344;907;437;EUR;1;NA;NA;NA;NA;1195;NA;NA;NA;NA;NA;419278;NA;NA;NA;NA;NA;0.081237;NA;NA;NA;NA;NA;1.02;NA;categorical-20003-both_sexes-1140926732.tsv.bgz;categorical-20003-both_sexes-1140926732.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140926732.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140926732.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140926732.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140926732.tsv.bgz.tbi;539013620;1751944;c5087d6925c39052b67bb80f6dc951b2;97311b43d66d969fbd8d9d93150fea17;CA_Medications_h0.08124_n1344;Medications;meloxicam;CA_PRS_meloxicam_h0.08124_n1344;M19_M45_M08;OA/Ankylosing Spondylitis/Juvenile arthritis
72;1140926922;156;156;846;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;antihistamine 60mg tablet;UK Biobank Assessment Centre > Verbal interview > Medications;366;230;136;EUR;1;NA;NA;NA;NA;298;NA;NA;NA;NA;NA;420175;NA;NA;NA;NA;NA;0.13676;NA;NA;NA;NA;NA;1.0019;NA;categorical-20003-both_sexes-1140926922.tsv.bgz;categorical-20003-both_sexes-1140926922.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140926922.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140926922.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140926922.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140926922.tsv.bgz.tbi;523054818;1750773;8732d35516b97fbb5de0a27686d35be8;939615f90d8bcc418b0394ee9d91e056;CA_Medications_h0.13676_n366;Medications;antihistamine 60mg tablet;CA_PRS_antihistamine_60mg_tablet_h0.13676_n366;T78;Hypersensitivity NOS
73;1141145668;157;157;859;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;diovan 40mg capsule;UK Biobank Assessment Centre > Verbal interview > Medications;485;244;241;EUR;1;NA;NA;NA;NA;410;NA;NA;NA;NA;NA;420063;NA;NA;NA;NA;NA;0.065753;NA;NA;NA;NA;NA;1.0062;NA;categorical-20003-both_sexes-1141145668.tsv.bgz;categorical-20003-both_sexes-1141145668.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141145668.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141145668.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141145668.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141145668.tsv.bgz.tbi;527818776;1750959;58a877377ad0d9adb0dabeaa5b10e6af;2a19f7c26e72e852c54cee817f0639ac;CA_Medications_h0.06575_n485;Medications;diovan 40mg capsule;CA_PRS_diovan_40mg_capsule_h0.06575_n485;I50_I10;HF/Hypertension
74;1141145812;158;158;860;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;minerals - magnesium;UK Biobank Assessment Centre > Verbal interview > Medications;1031;858;173;EUR;1;NA;NA;NA;NA;908;NA;NA;NA;NA;NA;419565;NA;NA;NA;NA;NA;0.12725;NA;NA;NA;NA;NA;0.98481;NA;categorical-20003-both_sexes-1141145812.tsv.bgz;categorical-20003-both_sexes-1141145812.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141145812.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141145812.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141145812.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141145812.tsv.bgz.tbi;536461179;1751355;3015f4c42d13a535ed4efa6858679b8a;bdc0ef1935aee967ebb102162133e7db;CA_Medications_h0.12725_n1031;Medications;minerals - magnesium;CA_PRS_minerals_-_magnesium_h0.12725_n1031;Y57_E60;NOS Medication/Mg Deficiency
75;1141146188;159;159;862;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;latanoprost;UK Biobank Assessment Centre > Verbal interview > Medications;944;421;523;EUR;1;NA;NA;NA;NA;833;NA;NA;NA;NA;NA;419640;NA;NA;NA;NA;NA;0.17362;NA;NA;NA;NA;NA;1.0447;NA;categorical-20003-both_sexes-1141146188.tsv.bgz;categorical-20003-both_sexes-1141146188.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141146188.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141146188.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141146188.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141146188.tsv.bgz.tbi;535376455;1751520;45a6507797b864e80bf892579b19a786;ddf069c850747a324240e68061fe4f92;CA_Medications_h0.17362_n944;Medications;latanoprost;CA_PRS_latanoprost_h0.17362_n944;H40;Glaucoma
76;1141146198;160;160;863;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;xalatan 0.005% eye drops;UK Biobank Assessment Centre > Verbal interview > Medications;1354;593;761;EUR;1;NA;NA;NA;NA;1166;NA;NA;NA;NA;NA;419307;NA;NA;NA;NA;NA;0.16593;NA;NA;NA;NA;NA;1.0379;NA;categorical-20003-both_sexes-1141146198.tsv.bgz;categorical-20003-both_sexes-1141146198.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141146198.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141146198.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141146198.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141146198.tsv.bgz.tbi;538988683;1752007;305acc6f2aab83ac0b7c6dbdd71166da;58d42993d24d56e65c1922ba2f79d0a2;CA_Medications_h0.16593_n1354;Medications;xalatan 0.005% eye drops;CA_PRS_xalatan_0.005%_eye_drops_h0.16593_n1354;H40;Glaucoma
77;1141152590;161;161;878;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;glimepiride;UK Biobank Assessment Centre > Verbal interview > Medications;452;149;303;EUR;1;NA;NA;NA;NA;355;NA;NA;NA;NA;NA;420118;NA;NA;NA;NA;NA;0.071252;NA;NA;NA;NA;NA;1.0043;NA;categorical-20003-both_sexes-1141152590.tsv.bgz;categorical-20003-both_sexes-1141152590.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152590.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152590.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152590.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152590.tsv.bgz.tbi;525920349;1751226;5af4443871cf31f1cdd778ea9a85f4be;4929a4c387c5cf3797cd88e02f7c1ffa;CA_Medications_h0.07125_n452;Medications;glimepiride;CA_PRS_glimepiride_h0.07125_n452;E11;T2DM
78;1141152732;162;162;879;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;mirtazapine;UK Biobank Assessment Centre > Verbal interview > Medications;1301;677;624;EUR;1;NA;NA;NA;NA;1120;NA;NA;NA;NA;NA;419353;NA;NA;NA;NA;NA;0.13406;NA;NA;NA;NA;NA;0.99024;NA;categorical-20003-both_sexes-1141152732.tsv.bgz;categorical-20003-both_sexes-1141152732.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152732.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152732.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141152732.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141152732.tsv.bgz.tbi;538256147;1751689;dd84fa6433110210286197021d0d6ddd;d475d078885a0b2ab75dbeb380823ffc;CA_Medications_h0.13406_n1301;Medications;mirtazapine;CA_PRS_mirtazapine_h0.13406_n1301;F31_F32;Mood Disorder/Depression
79;1141157126;163;163;888;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;montelukast product;UK Biobank Assessment Centre > Verbal interview > Medications;860;538;322;EUR;1;NA;NA;NA;NA;759;NA;NA;NA;NA;NA;419714;NA;NA;NA;NA;NA;0.12384;NA;NA;NA;NA;NA;1.0149;NA;categorical-20003-both_sexes-1141157126.tsv.bgz;categorical-20003-both_sexes-1141157126.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157126.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157126.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157126.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157126.tsv.bgz.tbi;534552335;1751441;371cd801ca38b78e55ccd18e9e52754e;fd762489e6e8a81938f391b873ddac69;CA_Medications_h0.12384_n860;Medications;montelukast product;CA_PRS_montelukast_product_h0.12384_n860;J45;Asthma
80;1141157252;164;164;891;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;glyceryl trinitrate product;UK Biobank Assessment Centre > Verbal interview > Medications;434;147;287;EUR;1;NA;NA;NA;NA;390;NA;NA;NA;NA;NA;420083;NA;NA;NA;NA;NA;0.16938;NA;NA;NA;NA;NA;0.98718;NA;categorical-20003-both_sexes-1141157252.tsv.bgz;categorical-20003-both_sexes-1141157252.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157252.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157252.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157252.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157252.tsv.bgz.tbi;527059967;1751018;d5e5dc156e15353cdc1dad7ef26a8335;7c51e49d845d01d62692599327417797;CA_Medications_h0.16938_n434;Medications;glyceryl trinitrate product;CA_PRS_glyceryl_trinitrate_product_h0.16938_n434;I20_I25;Angina/IHD
81;1141157294;165;165;893;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;hydrocortisone product;UK Biobank Assessment Centre > Verbal interview > Medications;331;168;163;EUR;1;NA;NA;NA;NA;290;NA;NA;NA;NA;NA;420183;NA;NA;NA;NA;NA;0.12607;NA;NA;NA;NA;NA;0.99335;NA;categorical-20003-both_sexes-1141157294.tsv.bgz;categorical-20003-both_sexes-1141157294.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157294.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157294.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157294.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157294.tsv.bgz.tbi;523100827;1750943;697725547dd722ab709c4a0d4367faf1;0314fa050763ee467731199fec52f1dd;CA_Medications_h0.12607_n331;Medications;hydrocortisone product;CA_PRS_hydrocortisone_product_h0.12607_n331;E27_L20;Adrenal insufficiency/Atopic eczema
82;1141157486;166;166;898;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;salbutamol product;UK Biobank Assessment Centre > Verbal interview > Medications;750;437;313;EUR;1;NA;NA;NA;NA;657;NA;NA;NA;NA;NA;419816;NA;NA;NA;NA;NA;0.16203;NA;NA;NA;NA;NA;0.9982;NA;categorical-20003-both_sexes-1141157486.tsv.bgz;categorical-20003-both_sexes-1141157486.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157486.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157486.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157486.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141157486.tsv.bgz.tbi;533292815;1751663;ebaca671138076d9265de2b8f453ab18;adb1fdf900398ce1c6edb79ccf24a104;CA_Medications_h0.16203_n750;Medications;salbutamol product;CA_PRS_salbutamol_product_h0.16203_n750;J45;Asthma
83;1141162824;167;167;901;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;detrusitol 1mg tablet;UK Biobank Assessment Centre > Verbal interview > Medications;722;504;218;EUR;1;NA;NA;NA;NA;647;NA;NA;NA;NA;NA;419826;NA;NA;NA;NA;NA;0.24664;NA;NA;NA;NA;NA;1.0256;NA;categorical-20003-both_sexes-1141162824.tsv.bgz;categorical-20003-both_sexes-1141162824.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141162824.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141162824.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141162824.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141162824.tsv.bgz.tbi;532327438;1751551;3956bbbd195b0bddac8b0c93054753a6;dcf7090ff6d5da57b2aae666df485075;CA_Medications_h0.24664_n722;Medications;detrusitol 1mg tablet;CA_PRS_detrusitol_1mg_tablet_h0.24664_n722;N39;Urinary incontinence
